set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
10858-1,2018,504,Duplo,18,0.0,6,1,14.0,16,4.0,3.5,0.004194982800570518
10818-1,2016,504,Duplo,29,0.0,8,2,8.0,19,21.0,0.38095238095238093,0.005117879016696031
10539-1,2014,504,Duplo,37,0.0,13,2,22.0,32,15.0,1.4666666666666666,0.008473865257152446
10615-1,2015,504,Duplo,12,0.0,9,2,12.0,12,0.0,0.0,0.003523785552479235
10941-1,2021,504,Duplo,22,0.0,9,2,20.0,21,2.0,10.0,0.005789076264787314
9090-2,2019,507,Educational and Dacta,564,0.0,13,2,8.0,62,556.0,0.014388489208633094,0.05403137847134827
10954-1,2021,504,Duplo,23,0.0,11,2,21.0,23,2.0,10.5,0.006292474200855777
10561-1,2013,504,Duplo,37,0.0,10,1,7.0,25,30.0,0.23333333333333334,0.006292474200855777
10854-1,2017,504,Duplo,120,0.0,14,2,17.0,61,103.0,0.1650485436893204,0.017535028106384763
45009-1,2015,507,Educational and Dacta,57,0.0,15,2,32.0,57,25.0,1.28,0.013256145649802835
10554-1,2013,504,Duplo,15,0.0,10,1,8.0,14,7.0,1.1428571428571428,0.003607685208490645
10816-1,2016,504,Duplo,39,0.0,11,2,20.0,31,19.0,1.0526315789473684,0.008222166289118215
10852-1,2017,504,Duplo,7,0.0,3,1,3.0,5,4.0,0.75,0.001174595184159745
10553-1,2013,504,Duplo,17,0.0,10,1,12.0,17,5.0,2.4,0.004362782112593338
45006-1,2014,507,Educational and Dacta,32,0.0,11,2,19.0,24,13.0,1.4615384615384615,0.0069636714489470595
10527-1,2014,504,Duplo,14,0.0,6,2,12.0,13,2.0,6.0,0.003523785552479235
10860-1,2018,504,Duplo,6,0.0,2,1,6.0,6,0.0,0.0,0.0013423944961825657
10601-1,2015,504,Duplo,19,0.0,7,2,6.0,12,13.0,0.46153846153846156,0.0034398858964678246
5681-1,2011,504,Duplo,60,0.0,10,2,25.0,37,35.0,0.7142857142857143,0.010823055625471936
10618-1,2015,504,Duplo,70,0.0,13,2,19.0,40,51.0,0.37254901960784315,0.011662052185586039
10840-1,2017,504,Duplo,106,0.0,14,2,43.0,70,63.0,0.6825396825396826,0.019296920882624382
10835-1,2017,504,Duplo,69,0.0,17,2,26.0,45,43.0,0.6046511627906976,0.012920547025757194
10842-1,2017,504,Duplo,73,0.0,12,2,24.0,82,49.0,0.4897959183673469,0.015773135330145148
10881-1,2018,504,Duplo,28,0.0,8,2,19.0,25,9.0,2.111111111111111,0.006460273512878597
5601-1,2008,504,Duplo,72,0.0,11,2,30.0,47,42.0,0.7142857142857143,0.013172245993791425
10846-1,2017,504,Duplo,28,0.0,9,1,19.0,24,9.0,2.111111111111111,0.006376373856867187
10917-1,2020,504,Duplo,6,0.0,2,1,5.0,6,1.0,5.0,0.0012584948401711553
10567-1,2014,504,Duplo,18,0.0,10,1,15.0,17,3.0,5.0,0.00469838073663898
45002-1,2013,507,Educational and Dacta,97,0.0,15,3,20.0,40,77.0,0.2597402597402597,0.01426294152193976
45015-1,2013,507,Educational and Dacta,95,0.0,14,2,18.0,38,77.0,0.23376623376623376,0.013591744273848478
10507-1,2013,504,Duplo,52,0.0,13,2,22.0,32,30.0,0.7333333333333333,0.009732360097323601
10607-1,2015,504,Duplo,13,0.0,7,2,11.0,12,2.0,5.5,0.003355986240456414
10544-1,2014,504,Duplo,40,0.0,9,2,15.0,23,25.0,0.6,0.00704757110495847
10593-1,2015,504,Duplo,105,0.0,13,2,26.0,42,79.0,0.3291139240506329,0.015353637050088095
10808-1,2016,504,Duplo,13,0.0,8,2,11.0,12,2.0,5.5,0.0034398858964678246
10545-1,2014,504,Duplo,59,0.0,9,2,27.0,40,32.0,0.84375,0.011074754593506167
10590-1,2015,504,Duplo,29,0.0,10,2,13.0,21,16.0,0.8125,0.0058729759207987245
10591-1,2015,504,Duplo,19,0.0,9,2,15.0,18,4.0,3.75,0.004866180048661801
10824-1,2016,504,Duplo,23,0.0,12,2,13.0,18,10.0,1.3,0.005285678328718852
10841-1,2017,504,Duplo,61,0.0,13,2,24.0,40,37.0,0.6486486486486487,0.011326453561540398
10880-1,2018,504,Duplo,22,0.0,12,2,15.0,18,7.0,2.142857142857143,0.005369577984730263
10893-1,2019,504,Duplo,29,0.0,10,2,15.0,22,14.0,1.0714285714285714,0.006124674888832956
10950-1,2021,504,Duplo,27,0.0,11,2,16.0,23,11.0,1.4545454545454546,0.006208574544844366
10982-1,2023,504,Duplo,19,0.0,8,2,15.0,17,4.0,3.75,0.00469838073663898
10592-1,2015,504,Duplo,26,0.0,9,2,20.0,23,6.0,3.3333333333333335,0.006292474200855777
10608-1,2015,504,Duplo,28,0.0,10,2,18.0,22,10.0,1.8,0.006292474200855777
10524-1,2014,504,Duplo,29,0.0,9,2,15.0,20,14.0,1.0714285714285714,0.0058729759207987245
40167-1,2016,504,Duplo,9,0.0,6,2,9.0,9,0.0,0.0,0.0025169896803423106
10908-1,2019,504,Duplo,12,0.0,7,2,10.0,11,2.0,5.0,0.003104287272422183
10845-1,2017,504,Duplo,24,0.0,11,2,15.0,20,9.0,1.6666666666666667,0.005621276952764494
10569-1,2014,504,Duplo,46,0.0,13,2,25.0,34,21.0,1.1904761904761905,0.009648460441312191
10505-1,2013,504,Duplo,83,0.0,16,2,34.0,51,49.0,0.6938775510204082,0.015185837738065274
10546-1,2014,504,Duplo,39,0.0,12,2,23.0,58,16.0,1.4375,0.010823055625471936
6137-1,2011,504,Duplo,38,0.0,15,2,19.0,26,19.0,1.0,0.007970467321083984
10868-1,2018,504,Duplo,59,0.0,11,2,20.0,31,39.0,0.5128205128205128,0.009900159409346422
5683-1,2011,504,Duplo,25,0.0,13,2,18.0,23,7.0,2.5714285714285716,0.006376373856867187
45004-1,2014,507,Educational and Dacta,127,0.0,18,2,11.0,45,116.0,0.09482758620689655,0.01661213189025925
45013-1,2014,507,Educational and Dacta,125,0.0,17,1,9.0,43,116.0,0.07758620689655173,0.01594093464216797
10577-1,2014,504,Duplo,135,0.0,17,2,23.0,50,112.0,0.20535714285714285,0.0186257236345331
10543-1,2014,504,Duplo,19,0.0,9,2,12.0,16,7.0,1.7142857142857142,0.0044466817686047485
10599-1,2015,504,Duplo,47,0.0,11,2,10.0,22,37.0,0.2702702702702703,0.0072992700729927005
10617-1,2015,504,Duplo,26,0.0,10,2,12.0,19,14.0,0.8571428571428571,0.005369577984730263
10961-1,2021,504,Duplo,28,0.0,8,2,21.0,25,7.0,3.0,0.006628072824901418
10587-1,2015,504,Duplo,52,0.0,11,2,22.0,34,30.0,0.7333333333333333,0.009732360097323601
5682-1,2011,504,Duplo,21,0.0,8,2,16.0,19,5.0,3.2,0.005117879016696031
10970-1,2022,504,Duplo,116,0.0,12,2,24.0,49,92.0,0.2608695652173913,0.01661213189025925
10969-1,2022,504,Duplo,21,0.0,8,2,19.0,20,2.0,9.5,0.005453477640741673
10616-1,2015,504,Duplo,25,0.0,9,2,14.0,22,11.0,1.2727272727272727,0.005621276952764494
10819-1,2016,504,Duplo,25,0.0,9,2,15.0,19,10.0,1.5,0.005453477640741673
10566-1,2014,504,Duplo,53,0.0,14,1,16.0,35,37.0,0.43243243243243246,0.00956456078530078
10983-1,2023,504,Duplo,40,0.0,10,1,20.0,27,20.0,1.0,0.007802668009061163
10984-1,2023,504,Duplo,43,0.0,14,1,29.0,37,14.0,2.0714285714285716,0.009984059065357832
2637-1,1987,504,Duplo,7,0.0,3,2,7.0,7,0.0,0.0,0.0017618927762396174
2638-1,1987,504,Duplo,10,0.0,3,2,8.0,9,2.0,4.0,0.0022652907123080794
10921-1,2020,504,Duplo,30,0.0,11,2,17.0,23,13.0,1.3076923076923077,0.006544173168890007
10943-1,2021,504,Duplo,231,0.0,16,2,48.0,95,183.0,0.26229508196721313,0.03246916687641581
2706-1,1988,504,Duplo,11,0.0,5,2,11.0,11,0.0,0.0,0.0029364879603993622
2643-1,1989,504,Duplo,18,0.0,5,2,16.0,17,2.0,8.0,0.0044466817686047485
2628-1,1987,504,Duplo,5,0.0,4,2,5.0,5,0.0,0.0,0.0013423944961825657
9162-1,1992,507,Educational and Dacta,33,0.0,5,2,23.0,28,10.0,2.3,0.00721537041698129
2652-1,1988,504,Duplo,16,0.0,6,2,12.0,14,4.0,3.0,0.003775484520513466
9161-1,1991,507,Educational and Dacta,75,0.0,6,3,32.0,45,43.0,0.7441860465116279,0.013088346337780015
2641-2,1988,504,Duplo,12,0.0,4,2,5.0,8,7.0,0.7142857142857143,0.002181391056296669
2676-1,1993,504,Duplo,9,0.0,3,2,6.0,7,3.0,2.0,0.0018457924322510277
9132-1,2004,507,Educational and Dacta,49,0.0,13,2,35.0,42,14.0,2.5,0.011410353217551808
3083-1,2001,504,Duplo,11,0.0,5,3,8.0,9,3.0,2.6666666666666665,0.002600889336353721
9155-1,1988,507,Educational and Dacta,66,0.0,6,2,24.0,36,42.0,0.5714285714285714,0.010823055625471936
1672-1,1990,504,Duplo,18,0.0,6,2,9.0,14,9.0,1.0,0.0036915848645020554
2430-1,1989,504,Duplo,18,0.0,6,2,9.0,14,9.0,1.0,0.0036915848645020554
5089-1,1995,504,Duplo,11,0.0,8,2,11.0,11,0.0,0.0,0.0031881869284335934
2651-1,1989,504,Duplo,9,0.0,4,2,9.0,9,0.0,0.0,0.00234919036831949
9163-1,1993,507,Educational and Dacta,51,0.0,5,3,25.0,37,26.0,0.9615384615384616,0.009732360097323601
9090-1,2008,507,Educational and Dacta,564,0.0,12,2,8.0,67,556.0,0.014388489208633094,0.05436697709539391
5595-1,2009,504,Duplo,59,0.0,14,2,33.0,44,26.0,1.2692307692307692,0.012333249433677322
5644-1,2010,504,Duplo,11,0.0,7,2,7.0,9,4.0,1.75,0.002600889336353721
7618-1,2009,504,Duplo,116,0.0,10,2,11.0,28,105.0,0.10476190476190476,0.013591744273848478
5602-1,2008,504,Duplo,28,0.0,7,2,20.0,24,8.0,2.5,0.006376373856867187
4965-1,2006,504,Duplo,65,0.0,10,2,32.0,44,33.0,0.9696969696969697,0.012417149089688733
2914-1,2000,504,Duplo,47,0.0,8,3,29.0,35,18.0,1.6111111111111112,0.009816259753335011
9226-1,2007,507,Educational and Dacta,107,0.0,16,4,23.0,45,84.0,0.27380952380952384,0.01594093464216797
2693-1,1995,504,Duplo,45,0.0,5,2,29.0,36,16.0,1.8125,0.00939676147327796
2678-1,1993,504,Duplo,15,0.0,4,2,10.0,12,5.0,2.0,0.0031881869284335934
9181-1,1995,507,Educational and Dacta,72,0.0,7,3,37.0,48,35.0,1.0571428571428572,0.013591744273848478
1635-1,1991,504,Duplo,19,0.0,4,2,12.0,16,7.0,1.7142857142857142,0.004027183488547697
3606-1,2002,504,Duplo,7,0.0,7,2,7.0,7,0.0,0.0,0.002097491400285259
9175-1,1995,507,Educational and Dacta,113,0.0,7,3,29.0,52,84.0,0.34523809523809523,0.01669603154627066
2690-1,1995,504,Duplo,7,0.0,4,2,7.0,7,0.0,0.0,0.0018457924322510277
2692-1,1995,504,Duplo,23,0.0,6,2,16.0,20,7.0,2.2857142857142856,0.005201778672707442
10600-1,2015,504,Duplo,29,0.0,14,1,15.0,21,14.0,1.0714285714285714,0.006292474200855777
4694-1,2004,504,Duplo,39,0.0,7,3,22.0,29,17.0,1.2941176470588236,0.007970467321083984
5538-1,2009,504,Duplo,76,0.0,8,2,4.0,26,72.0,0.05555555555555555,0.00931286181726655
6168-1,2012,504,Duplo,63,0.0,9,2,31.0,45,32.0,0.96875,0.012165450121654502
45001-1,2013,507,Educational and Dacta,106,0.0,13,4,39.0,68,67.0,0.582089552238806,0.01887742260256733
5609-1,2008,504,Duplo,116,0.0,16,2,32.0,58,84.0,0.38095238095238093,0.018374024666498866
10623-1,2015,504,Duplo,60,0.0,6,1,1.0,17,59.0,0.01694915254237288,0.006711972480912828
6785-1,2012,504,Duplo,56,0.0,10,1,8.0,28,48.0,0.16666666666666666,0.008222166289118215
5622-1,2010,504,Duplo,60,0.0,6,1,1.0,17,59.0,0.01694915254237288,0.006711972480912828
5543-1,2008,504,Duplo,34,0.0,9,1,12.0,18,22.0,0.5454545454545454,0.005789076264787314
3778-1,2005,504,Duplo,48,0.0,12,2,20.0,29,28.0,0.7142857142857143,0.008893363537209497
5604-1,2008,504,Duplo,62,0.0,16,2,26.0,41,36.0,0.7222222222222222,0.01191375115362027
4689-1,2004,504,Duplo,61,0.0,14,2,24.0,37,37.0,0.6486486486486487,0.011158654249517577
9690-1,2009,507,Educational and Dacta,172,0.0,9,3,12.0,54,160.0,0.075,0.020555415722795536
45017-1,2013,507,Educational and Dacta,104,0.0,12,3,37.0,66,67.0,0.5522388059701493,0.018206225354476045
5511-1,2010,504,Duplo,201,0.0,11,2,2.0,37,199.0,0.010050251256281407,0.020807114690829766
4540313-1,2009,504,Duplo,76,0.0,8,2,4.0,26,72.0,0.05555555555555555,0.00931286181726655
5518-1,2007,504,Duplo,74,0.0,4,1,6.0,20,68.0,0.08823529411764706,0.008389965601141035
5588-1,2009,504,Duplo,200,0.0,10,1,1.0,36,199.0,0.005025125628140704,0.020387616410772715
5583-1,2008,504,Duplo,78,0.0,7,1,3.0,28,75.0,0.04,0.00939676147327796
7614-1,2009,504,Duplo,51,0.0,9,2,7.0,20,44.0,0.1590909090909091,0.00704757110495847
4908-1,2004,504,Duplo,100,0.0,4,1,4.0,16,96.0,0.041666666666666664,0.010067958721369242
5230-1,2003,504,Duplo,100,0.0,6,1,2.0,22,98.0,0.02040816326530612,0.010571356657437704
1595-1,1993,504,Duplo,17,0.0,3,1,4.0,9,13.0,0.3076923076923077,0.0024330900243309003
5609-2,2012,504,Duplo,116,0.0,16,2,32.0,58,84.0,0.38095238095238093,0.018374024666498866
4629-1,2012,504,Duplo,150,0.0,11,1,13.0,56,137.0,0.0948905109489051,0.01896132225857874
10568-1,2014,504,Duplo,16,0.0,5,2,6.0,11,10.0,0.6,0.0029364879603993622
5416-1,2007,504,Duplo,33,0.0,8,1,11.0,23,22.0,0.5,0.005956875576810135
9230-1,2004,507,Educational and Dacta,200,0.0,7,2,10.0,49,190.0,0.05263157894736842,0.022065609531000924
5416-2,2009,504,Duplo,33,0.0,8,1,11.0,23,22.0,0.5,0.005956875576810135
4627-1,2012,504,Duplo,85,0.0,12,1,14.0,42,71.0,0.19718309859154928,0.012501048745700143
5829-1,2011,504,Duplo,52,0.0,11,1,21.0,31,31.0,0.6774193548387096,0.00931286181726655
5544-1,2008,504,Duplo,82,0.0,15,2,22.0,45,60.0,0.36666666666666664,0.013507844617837068
5548-1,2010,504,Duplo,81,0.0,9,2,4.0,30,77.0,0.05194805194805195,0.010151858377380652
5572-1,2008,504,Duplo,100,0.0,10,2,4.0,29,96.0,0.041666666666666664,0.011745951841597449
3191-1,2006,504,Duplo,103,0.0,5,1,6.0,21,97.0,0.061855670103092786,0.010990854937494757
4086-1,2002,504,Duplo,90,0.0,6,1,4.0,23,86.0,0.046511627906976744,0.009984059065357832
2451-1,1991,504,Duplo,14,0.0,4,2,12.0,13,2.0,6.0,0.003355986240456414
10907-1,2019,504,Duplo,121,0.0,17,2,51.0,77,70.0,0.7285714285714285,0.022065609531000924
6758-1,2012,504,Duplo,18,0.0,8,1,11.0,17,7.0,1.5714285714285714,0.004194982800570518
10511-1,2013,504,Duplo,53,0.0,13,1,16.0,28,37.0,0.43243243243243246,0.008893363537209497
10518-1,2013,504,Duplo,43,0.0,12,2,23.0,66,20.0,1.15,0.01182985149760886
10531-1,2012,504,Duplo,65,0.0,12,1,28.0,98,37.0,0.7567567567567568,0.01669603154627066
5748-1,2011,504,Duplo,86,0.0,10,2,7.0,33,79.0,0.08860759493670886,0.011158654249517577
5507-1,2010,504,Duplo,102,0.0,11,2,6.0,38,96.0,0.0625,0.012920547025757194
10570-1,2014,504,Duplo,30,0.0,11,1,13.0,22,17.0,0.7647058823529411,0.006040775232821546
10871-1,2018,504,Duplo,29,0.0,11,2,20.0,24,9.0,2.2222222222222223,0.006795872136924239
4977-1,2007,504,Duplo,27,0.0,7,2,16.0,42,11.0,1.4545454545454546,0.007467069385015522
3292-1,2005,504,Duplo,20,0.0,7,2,8.0,14,12.0,0.6666666666666666,0.0038593841765248763
5593-1,2008,504,Duplo,61,0.0,11,2,26.0,37,35.0,0.7428571428571429,0.011074754593506167
45019-1,2016,507,Educational and Dacta,160,0.0,6,1,0.0,30,160.0,0.0,0.01610873395419079
2000444-1,2015,507,Educational and Dacta,10,0.0,7,1,5.0,8,5.0,1.0,0.002181391056296669
5648-1,2010,504,Duplo,38,0.0,12,2,18.0,26,20.0,0.9,0.007634868697038342
1384-1,2002,504,Duplo,6,0.0,5,1,3.0,5,3.0,1.0,0.0012584948401711553
4081-1,2002,504,Duplo,45,0.0,5,1,4.0,12,41.0,0.0975609756097561,0.005201778672707442
4082-1,2002,504,Duplo,45,0.0,5,1,4.0,12,41.0,0.0975609756097561,0.005201778672707442
6052-1,2011,504,Duplo,90,0.0,14,2,19.0,46,71.0,0.2676056338028169,0.013927342897894119
4085-3,2006,504,Duplo,75,0.0,7,2,1.0,21,74.0,0.013513513513513514,0.008473865257152446
5212-1,2003,504,Duplo,140,0.0,7,1,7.0,33,133.0,0.05263157894736842,0.015353637050088095
9542-1,2004,507,Educational and Dacta,132,0.0,7,2,21.0,69,111.0,0.1891891891891892,0.01896132225857874
1739-1,1997,504,Duplo,8,0.0,3,1,1.0,4,7.0,0.14285714285714285,0.0010067958721369243
9065-2,1999,507,Educational and Dacta,147,0.0,4,1,1.0,14,146.0,0.00684931506849315,0.013591744273848478
2299-1,1999,504,Duplo,11,0.0,5,1,4.0,7,7.0,0.5714285714285714,0.0019296920882624382
5486-1,2009,504,Duplo,91,0.0,9,2,3.0,26,88.0,0.03409090909090909,0.010571356657437704
5352-1,2004,504,Duplo,140,0.0,7,1,7.0,33,133.0,0.05263157894736842,0.015353637050088095
5353-1,2004,504,Duplo,140,0.0,7,1,7.0,33,133.0,0.05263157894736842,0.015353637050088095
3125-1,2004,504,Duplo,18,0.0,4,1,3.0,11,15.0,0.2,0.0026847889923651315
4084-1,2002,504,Duplo,45,0.0,6,1,3.0,12,42.0,0.07142857142857142,0.005201778672707442
10903-1,2019,504,Duplo,76,0.0,14,2,29.0,48,47.0,0.6170212765957447,0.013759543585871298
9103-1,1994,507,Educational and Dacta,56,0.0,4,1,10.0,25,46.0,0.21739130434782608,0.007634868697038342
10934-1,2020,504,Duplo,175,0.0,20,1,32.0,89,143.0,0.22377622377622378,0.02617669267556003
10952-1,2021,504,Duplo,97,0.0,16,2,33.0,57,64.0,0.515625,0.01677993120228207
5658-1,2010,504,Duplo,13,0.0,6,2,9.0,11,4.0,2.25,0.003020387616410773
1559-1,1990,504,Duplo,4,0.0,2,2,4.0,4,0.0,0.0,0.0009228962161255138
2452-1,1993,504,Duplo,13,0.0,4,2,10.0,12,3.0,3.3333333333333335,0.003020387616410773
5352-2,2005,504,Duplo,140,0.0,8,1,5.0,28,135.0,0.037037037037037035,0.014850239114019632
5352-3,2006,504,Duplo,127,0.0,10,2,8.0,30,119.0,0.06722689075630252,0.01443074083396258
2626-1,1988,504,Duplo,5,0.0,3,2,5.0,5,0.0,0.0,0.0012584948401711553
10993-1,2023,504,Duplo,126,0.0,24,2,43.0,73,83.0,0.5180722891566265,0.022065609531000924
10991-1,2023,504,Duplo,75,0.0,16,3,37.0,53,38.0,0.9736842105263158,0.015018038426042454
6178-1,2008,504,Duplo,79,0.0,9,2,5.0,33,74.0,0.06756756756756757,0.010319657689403473
9212-1,2006,507,Educational and Dacta,129,0.0,10,2,19.0,38,110.0,0.17272727272727273,0.0161926336102022
10827-1,2016,504,Duplo,48,0.0,12,2,20.0,30,28.0,0.7142857142857143,0.008977263193220907
10948-1,2021,504,Duplo,112,0.0,14,2,30.0,55,82.0,0.36585365853658536,0.017451128450373353
10910-1,2019,504,Duplo,24,0.0,11,2,16.0,22,8.0,2.0,0.0058729759207987245
10956-1,2021,504,Duplo,95,0.0,17,2,47.0,72,48.0,0.9791666666666666,0.01912912157060156
10998-1,2023,504,Duplo,160,0.0,18,2,29.0,66,131.0,0.22137404580152673,0.022652907123080795
10994-1,2023,504,Duplo,218,0.0,24,2,51.0,86,167.0,0.30538922155688625,0.031546270660290296
10589-1,2015,504,Duplo,13,0.0,9,2,9.0,11,4.0,2.25,0.0032720865844450037
10529-1,2014,504,Duplo,16,0.0,8,2,13.0,15,3.0,4.333333333333333,0.0041110831445591075
514-1,1972,504,Duplo,25,0.0,3,2,1.0,10,24.0,0.041666666666666664,0.003020387616410773
077-1,1975,504,Duplo,21,0.0,4,2,5.0,12,16.0,0.3125,0.0032720865844450037
515-2,1973,504,Duplo,31,0.0,3,1,1.0,10,30.0,0.03333333333333333,0.0034398858964678246
519-8,1975,504,Duplo,21,0.0,4,2,4.0,11,17.0,0.23529411764705882,0.003104287272422183
520-17,1975,504,Duplo,21,0.0,4,2,5.0,12,16.0,0.3125,0.0032720865844450037
10829-1,2016,504,Duplo,18,0.0,10,2,14.0,16,4.0,3.5,0.004614481080627569
10806-1,2016,504,Duplo,20,0.0,11,2,12.0,15,8.0,1.5,0.004614481080627569
10813-1,2016,504,Duplo,67,0.0,12,2,31.0,40,36.0,0.8611111111111112,0.012333249433677322
10995-1,2023,504,Duplo,25,0.0,11,2,16.0,20,9.0,1.7777777777777777,0.005789076264787314
10975-1,2022,504,Duplo,143,0.0,22,2,40.0,75,103.0,0.3883495145631068,0.023240204715160667
10963-1,2022,504,Duplo,41,0.0,14,2,23.0,34,18.0,1.2777777777777777,0.009145062505243728
10411-1,2023,504,Duplo,124,0.0,20,3,36.0,61,88.0,0.4090909090909091,0.020052017786727074
Pick-a-Brick-2023,2023,301,Other,62,0.0,32,18,43.0,61,19.0,2.263157894736842,0.017702827418407584
10913-1,2020,504,Duplo,65,0.0,15,2,21.0,46,44.0,0.4772727272727273,0.012081550465643092
10914-1,2020,504,Duplo,85,0.0,17,2,26.0,58,59.0,0.4406779661016949,0.015353637050088095
10909-1,2020,504,Duplo,80,0.0,12,1,17.0,39,63.0,0.2698412698412698,0.012081550465643092
10935-1,2023,504,Duplo,87,0.0,18,2,46.0,70,41.0,1.1219512195121952,0.018290125010487455
10989-1,2023,504,Duplo,19,0.0,12,2,17.0,19,2.0,8.5,0.005369577984730263
10889-1,2019,504,Duplo,57,0.0,12,2,24.0,37,33.0,0.7272727272727273,0.010655256313449116
3594-1,2009,504,Duplo,14,0.0,7,2,9.0,12,5.0,1.8,0.0032720865844450037
5506-1,2010,504,Duplo,71,0.0,8,2,8.0,26,63.0,0.12698412698412698,0.009228962161255138
5380-1,2007,504,Duplo,71,0.0,10,2,6.0,25,65.0,0.09230769230769231,0.009145062505243728
6176-1,2008,504,Duplo,80,0.0,9,1,2.0,20,78.0,0.02564102564102564,0.008977263193220907
6138-1,2011,504,Duplo,60,0.0,13,2,15.0,30,45.0,0.3333333333333333,0.009648460441312191
5417-1,2007,504,Duplo,95,0.0,6,2,17.0,36,78.0,0.21794871794871795,0.012668848057722963
5380-2,2008,504,Duplo,71,0.0,8,2,5.0,23,66.0,0.07575757575757576,0.008725564225186676
10839-1,2017,504,Duplo,32,0.0,12,2,18.0,23,14.0,1.2857142857142858,0.006879771792935649
10848-1,2017,504,Duplo,83,0.0,12,2,15.0,44,68.0,0.22058823529411764,0.012668848057722963
5497-1,2009,504,Duplo,58,0.0,10,2,29.0,42,29.0,1.0,0.011410353217551808
40297-1,2017,599,LEGO Exclusive,6,0.0,1,1,0.0,1,6.0,0.0,0.00033559862404564144
5608-1,2008,504,Duplo,64,0.0,11,2,18.0,29,46.0,0.391304347826087,0.009984059065357832
2700-1,1983,504,Duplo,34,0.0,5,2,9.0,18,25.0,0.36,0.005285678328718852
4688-1,2004,504,Duplo,24,0.0,10,2,13.0,18,11.0,1.1818181818181819,0.005201778672707442
2701-1,1988,504,Duplo,46,0.0,5,2,17.0,50,29.0,0.5862068965517241,0.009648460441312191
510-3,1969,504,Duplo,17,0.0,4,2,0.0,8,17.0,0.0,0.002181391056296669
512-1,1970,504,Duplo,20,0.0,5,2,2.0,8,18.0,0.1111111111111111,0.0026847889923651315
513-1,1970,504,Duplo,31,0.0,4,2,4.0,11,27.0,0.14814814814814814,0.003943283832536287
2655-1,1985,504,Duplo,58,0.0,8,2,20.0,33,38.0,0.5263157894736842,0.009732360097323601
3613-1,2002,504,Duplo,30,0.0,8,3,15.0,20,15.0,1.0,0.005956875576810135
5656-1,2010,504,Duplo,29,0.0,9,2,20.0,23,9.0,2.2222222222222223,0.006544173168890007
5641-1,2009,504,Duplo,51,0.0,9,2,21.0,30,30.0,0.7,0.009061162849232317
5605-1,2008,504,Duplo,17,0.0,6,2,10.0,13,7.0,1.4285714285714286,0.003607685208490645
9232-1,2005,507,Educational and Dacta,106,0.0,14,3,28.0,48,78.0,0.358974358974359,0.01627653326621361
3513-1,2003,504,Duplo,23,0.0,4,1,7.0,13,16.0,0.4375,0.003607685208490645
4080-1,2002,504,Duplo,45,0.0,5,1,4.0,14,41.0,0.0975609756097561,0.005369577984730263
2920-1,1992,504,Duplo,21,0.0,4,2,12.0,15,9.0,1.3333333333333333,0.0041110831445591075
4422-1,2005,504,Duplo,120,0.0,4,1,1.0,12,119.0,0.008403361344537815,0.011158654249517577
4085-1,2002,507,Educational and Dacta,90,0.0,4,1,4.0,20,86.0,0.046511627906976744,0.00956456078530078
4085-2,2005,504,Duplo,90,0.0,5,1,2.0,20,88.0,0.022727272727272728,0.00948066112928937
074-1,1976,504,Duplo,20,0.0,3,1,0.0,6,20.0,0.0,0.002097491400285259
075-1,1975,504,Duplo,17,0.0,4,2,3.0,8,14.0,0.21428571428571427,0.0024330900243309003
516-1,1975,504,Duplo,20,0.0,3,1,0.0,6,20.0,0.0,0.002097491400285259
518-8,1975,504,Duplo,17,0.0,4,2,3.0,8,14.0,0.21428571428571427,0.0024330900243309003
9076-1,2008,507,Educational and Dacta,149,0.0,12,4,10.0,43,139.0,0.07194244604316546,0.017870626730430404
9077-1,2009,507,Educational and Dacta,132,0.0,12,2,2.0,30,130.0,0.015384615384615385,0.01451464048997399
531-1,1976,504,Duplo,21,0.0,4,2,4.0,9,17.0,0.23529411764705882,0.0029364879603993622
532-1,1976,504,Duplo,20,0.0,4,2,3.0,8,17.0,0.17647058823529413,0.0026847889923651315
45016-1,2013,507,Educational and Dacta,147,0.0,11,3,7.0,40,140.0,0.05,0.0170316301703163
5350-1,2004,504,Duplo,90,0.0,7,1,4.0,18,86.0,0.046511627906976744,0.009648460441312191
1918-1,1983,504,Duplo,5,0.0,2,1,2.0,4,3.0,0.6666666666666666,0.0007550969041026932
2331-1,1991,504,Duplo,8,0.0,3,1,3.0,5,5.0,0.6,0.0012584948401711553
2333-1,1987,504,Duplo,12,0.0,3,1,3.0,7,9.0,0.3333333333333333,0.0017618927762396174
2335-1,1984,504,Duplo,9,0.0,3,1,3.0,6,6.0,0.5,0.001426294152193976
2344-1,1987,504,Duplo,19,0.0,3,1,7.0,20,12.0,0.5833333333333334,0.003775484520513466
5516-1,2007,504,Duplo,215,0.0,13,1,1.0,36,214.0,0.004672897196261682,0.021897810218978103
5527-1,2007,504,Duplo,80,0.0,8,1,1.0,22,79.0,0.012658227848101266,0.008977263193220907
5575-1,2008,504,Duplo,45,0.0,4,1,1.0,11,44.0,0.022727272727272728,0.00478228039265039
5577-1,2008,504,Duplo,65,0.0,6,1,1.0,15,64.0,0.015625,0.0069636714489470595
5586-1,2009,504,Duplo,50,0.0,5,1,2.0,13,48.0,0.041666666666666664,0.0055373772967530835
