set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
080-1,1967,365,System,712,0.0,8,13,15.0,116,697.0,0.021520803443328552,0.07206980451380149
080-2,1967,365,System,712,0.0,8,13,15.0,116,697.0,0.021520803443328552,0.07206980451380149
3672-1,1982,390,Fabuland,79,0.0,11,10,21.0,42,58.0,0.3620689655172414,0.013256145649802835
3676-1,1989,390,Fabuland,50,0.0,7,12,31.0,40,19.0,1.631578947368421,0.011326453561540398
3683-1,1988,390,Fabuland,98,0.0,7,17,40.0,62,58.0,0.6896551724137931,0.018374024666498866
3675-1,1987,390,Fabuland,116,0.0,9,14,39.0,67,77.0,0.5064935064935064,0.020135917442738484
400-1,1977,465,Universal Building Set,318,3.0,8,18,18.0,91,300.0,0.06,0.03783874486114607
798-1,1972,465,Universal Building Set,2,0.0,1,1,0.0,1,2.0,0.0,0.0
911-1,1976,465,Universal Building Set,401,4.0,7,17,27.0,115,374.0,0.07219251336898395,0.04748720530245826
912-1,1976,465,Universal Building Set,472,6.0,9,24,32.0,244,440.0,0.07272727272727272,0.0656095310009229
404-1,1977,465,Universal Building Set,472,6.0,9,24,33.0,242,439.0,0.07517084282460136,0.06552563134491149
910-1,1976,465,Universal Building Set,318,3.0,8,19,20.0,92,298.0,0.06711409395973154,0.03817434348519171
402-1,1977,465,Universal Building Set,401,4.0,7,17,27.0,115,374.0,0.07219251336898395,0.04748720530245826
555-1,1976,411,Legoland,230,7.0,7,13,18.0,43,212.0,0.08490566037735849,0.02626059233157144
363-1,1975,411,Legoland,230,7.0,7,13,18.0,43,212.0,0.08490566037735849,0.02626059233157144
354-1,1972,411,Legoland,170,0.0,8,10,22.0,103,148.0,0.14864864864864866,0.02584109405151439
560-2,1973,411,Legoland,170,0.0,8,10,21.0,51,149.0,0.14093959731543623,0.02139441228290964
345-1,1969,411,Legoland,132,0.0,5,10,16.0,40,116.0,0.13793103448275862,0.01661213189025925
345-3,1970,411,Legoland,132,0.0,5,10,16.0,40,116.0,0.13793103448275862,0.01661213189025925
351-1,1971,411,Legoland,170,0.0,8,9,11.0,37,159.0,0.06918238993710692,0.019296920882624382
545-2,1973,411,Legoland,170,0.0,8,9,11.0,37,159.0,0.06918238993710692,0.019296920882624382
149-1,1976,233,Train,340,3.0,9,15,17.0,61,323.0,0.05263157894736842,0.03691584864502055
346-2,1969,411,Legoland,167,0.0,6,10,12.0,41,155.0,0.07741935483870968,0.019380820538635792
353-1,1972,411,Legoland,153,0.0,7,10,12.0,39,141.0,0.0851063829787234,0.018122325698464635
1601-1,1976,411,Legoland,200,2.0,8,15,23.0,57,177.0,0.12994350282485875,0.025169896803423106
361-1,1974,411,Legoland,215,0.0,9,13,20.0,49,195.0,0.10256410256410256,0.025253796459434517
372-1,1977,411,Legoland,257,5.0,8,11,15.0,53,242.0,0.06198347107438017,0.02886148166792516
4144-1,1995,399,Freestyle,142,0.0,6,10,17.0,43,125.0,0.136,0.017870626730430404
374-1,1978,50,Town,338,4.0,12,21,30.0,80,308.0,0.09740259740259741,0.04027183488547697
6365-1,1981,50,Town,153,1.0,9,15,25.0,54,128.0,0.1953125,0.021142713314875407
6080-1,1984,186,Castle,679,12.0,9,19,17.0,99,662.0,0.0256797583081571,0.06963671448947059
590-1,1978,50,Town,338,4.0,12,21,31.0,78,307.0,0.10097719869706841,0.04018793522946556
1821-1,1996,50,Town,196,3.0,11,20,32.0,78,164.0,0.1951219512195122,0.02810638476382247
6551-1,1992,50,Town,193,6.0,12,20,29.0,87,164.0,0.17682926829268292,0.02869368235590234
6339-1,1995,50,Town,565,4.0,14,31,60.0,204,505.0,0.1188118811881188,0.07324439969796123
5159-1,1990,443,Service Packs,2,0.0,1,1,0.0,1,2.0,0.0,0.0
6597-1,1994,50,Town,905,12.0,15,27,96.0,306,809.0,0.11866501854140915,0.11376793355147244
6396-1,1990,50,Town,554,8.0,15,26,74.0,204,480.0,0.15416666666666667,0.07349609866599546
6292-1,2001,147,Pirates,440,7.0,13,27,73.0,176,367.0,0.1989100817438692,0.06133064854434097
6278-1,1994,147,Pirates,440,7.0,13,27,73.0,176,367.0,0.1989100817438692,0.06133064854434097
5158-1,1990,443,Service Packs,2,0.0,1,1,2.0,2,0.0,0.0,0.0002516989680342311
6082-1,1993,186,Castle,406,6.0,14,25,63.0,155,343.0,0.1836734693877551,0.055709371591576476
6081-1,1990,186,Castle,438,8.0,10,25,49.0,123,389.0,0.12596401028277635,0.05436697709539391
6086-1,1992,186,Castle,590,12.0,10,22,54.0,148,536.0,0.10074626865671642,0.069720614145482
6337-1,1996,50,Town,351,6.0,14,23,54.0,149,297.0,0.18181818181818182,0.04966859635875493
10159-1,2004,52,City,914,24.0,15,27,93.0,612,821.0,0.11327649208282582,0.1409514220991694
10159-2,2004,50,Town,914,12.0,15,27,93.0,306,821.0,0.11327649208282582,0.1142713314875409
5986-1,1999,296,Adventurers,463,8.0,16,28,77.0,180,386.0,0.19948186528497408,0.06435103616075175
6091-1,2000,186,Castle,539,8.0,14,25,56.0,153,483.0,0.11594202898550725,0.06628072824901418
10176-1,2006,186,Castle,877,12.0,20,32,54.0,183,823.0,0.06561360874848117,0.09841429650138435
6098-1,2000,186,Castle,538,8.0,14,26,59.0,160,479.0,0.12317327766179541,0.06711972480912828
9723-1,2000,507,Educational and Dacta,394,0.0,14,25,34.0,120,360.0,0.09444444444444444,0.04882959979864083
9370-1,1998,507,Educational and Dacta,10,0.0,1,1,0.0,4,10.0,0.0,0.0009228962161255138
6322-1,1997,50,Town,2,0.0,1,1,0.0,1,2.0,0.0,0.0
6549-1,1997,50,Town,193,4.0,12,20,47.0,94,146.0,0.3219178082191781,0.03062337444416478
4291-1,1999,465,Universal Building Set,770,2.0,10,17,15.0,110,755.0,0.019867549668874173,0.07710378387448612
3420-1,2002,458,Sports,388,12.0,7,19,2.0,47,386.0,0.0051813471502590676,0.039432838325362866
3409-1,2000,458,Sports,294,48.0,7,16,2.0,146,292.0,0.00684931506849315,0.04262102525379646
3570-1,2006,458,Sports,199,4.0,8,13,8.0,42,191.0,0.041884816753926704,0.022569007467069385
3420-2,2003,458,Sports,389,12.0,7,19,3.0,48,386.0,0.007772020725388601,0.0396845372933971
3420-3,2002,458,Sports,389,12.0,7,19,3.0,48,386.0,0.007772020725388601,0.0396845372933971
3569-1,2006,458,Sports,384,28.0,10,21,7.0,106,377.0,0.01856763925729443,0.046228710462287104
3421-1,2002,458,Sports,225,6.0,7,16,4.0,41,221.0,0.01809954751131222,0.024666498867354645
3425-2,2002,458,Sports,569,22.0,7,19,2.0,51,567.0,0.003527336860670194,0.055793271247587886
3425-1,2002,458,Sports,570,22.0,7,19,3.0,52,567.0,0.005291005291005291,0.05604497021562212
3420-4,2004,458,Sports,388,12.0,7,19,2.0,47,386.0,0.0051813471502590676,0.039432838325362866
3422-2,2003,458,Sports,114,2.0,10,26,29.0,59,85.0,0.3411764705882353,0.019716419162681433
1428-2,2002,458,Sports,24,1.0,5,8,7.0,11,17.0,0.4117647058823529,0.004278882456581928
1430-1,2002,458,Sports,17,1.0,4,7,9.0,11,8.0,1.125,0.0036915848645020554
3419-1,2001,458,Sports,24,1.0,5,10,9.0,15,15.0,0.6,0.004950079704673211
3422-1,2002,458,Sports,109,2.0,9,25,31.0,60,78.0,0.3974358974358974,0.019380820538635792
1428-1,2002,458,Sports,24,1.0,5,8,7.0,11,17.0,0.4117647058823529,0.004278882456581928
1429-1,2002,458,Sports,23,1.0,5,9,7.0,12,16.0,0.4375,0.004362782112593338
3568-1,2006,458,Sports,26,2.0,6,7,10.0,13,16.0,0.625,0.004950079704673211
3423-1,2002,458,Sports,53,2.0,7,15,14.0,27,39.0,0.358974358974359,0.00948066112928937
3416-1,2001,458,Sports,68,6.0,10,14,17.0,26,51.0,0.3333333333333333,0.011410353217551808
3401-2,2000,458,Sports,24,2.0,6,6,9.0,12,15.0,0.6,0.004530581424616159
3412-1,2000,458,Sports,24,1.0,5,7,6.0,10,18.0,0.3333333333333333,0.004027183488547697
1429-2,2002,458,Sports,23,1.0,5,9,7.0,12,16.0,0.4375,0.004362782112593338
3414-1,2000,458,Sports,24,1.0,6,11,10.0,16,14.0,0.7142857142857143,0.005285678328718852
3401-1,2000,458,Sports,24,2.0,6,6,9.0,12,15.0,0.6,0.004530581424616159
3410-1,2000,458,Sports,53,4.0,5,8,2.0,12,51.0,0.0392156862745098,0.006628072824901418
3573-1,2007,458,Sports,10,1.0,5,3,4.0,5,6.0,0.6666666666666666,0.0019296920882624382
3424-1,2002,458,Sports,37,1.0,8,12,9.0,20,28.0,0.32142857142857145,0.006879771792935649
3418-1,2001,458,Sports,24,1.0,5,6,5.0,9,19.0,0.2631578947368421,0.003775484520513466
1430-2,2002,458,Sports,17,1.0,4,7,9.0,11,8.0,1.125,0.0036915848645020554
6552-1,1993,50,Town,241,2.0,14,24,79.0,138,162.0,0.4876543209876543,0.0413625304136253
6472-1,2001,50,Town,474,3.0,14,28,60.0,182,414.0,0.14492753623188406,0.06342813994462623
6399-1,1990,50,Town,786,18.0,14,24,27.0,344,759.0,0.03557312252964427,0.10135078446178371
6397-1,1992,50,Town,474,3.0,14,28,62.0,173,412.0,0.15048543689320387,0.06284084235254636
6398-1,1993,50,Town,635,5.0,16,24,81.0,208,554.0,0.14620938628158844,0.08087926839499958
3027-1,1998,399,Freestyle,418,2.0,11,22,26.0,113,392.0,0.0663265306122449,0.04924909807869788
3654-1,1982,390,Fabuland,49,0.0,8,10,14.0,25,35.0,0.4,0.008473865257152446
3663-1,1989,390,Fabuland,26,0.0,6,11,18.0,23,8.0,2.25,0.006628072824901418
3659-1,1987,390,Fabuland,18,0.0,5,6,16.0,17,2.0,8.0,0.00478228039265039
3760-1,1998,399,Freestyle,417,0.0,10,26,32.0,120,385.0,0.08311688311688312,0.05033979360684621
3670-1,1984,390,Fabuland,61,0.0,8,12,21.0,33,40.0,0.525,0.010906955281483346
3667-1,1982,390,Fabuland,73,0.0,11,10,19.0,33,54.0,0.35185185185185186,0.01182985149760886
3669-1,1982,390,Fabuland,42,2.0,8,9,19.0,27,23.0,0.8260869565217391,0.008557764913163856
3664-1,1984,390,Fabuland,65,1.0,8,9,16.0,25,49.0,0.32653061224489793,0.009984059065357832
3666-1,1982,390,Fabuland,35,0.0,8,9,16.0,21,19.0,0.8421052631578947,0.00704757110495847
4118-1,2001,22,Creator,364,0.0,14,19,33.0,115,331.0,0.09969788519637462,0.04530581424616159
5976-1,1999,296,Adventurers,319,7.0,16,24,66.0,149,253.0,0.2608695652173913,0.04832620186257237
3674-1,1987,390,Fabuland,50,0.0,8,12,27.0,39,23.0,1.173913043478261,0.010990854937494757
1705-1,1994,465,Universal Building Set,327,0.0,7,12,12.0,49,315.0,0.0380952380952381,0.03372766171658696
1906-1,1994,186,Castle,196,3.0,14,21,45.0,90,151.0,0.2980132450331126,0.03053947478815337
3681-1,1985,390,Fabuland,111,0.0,8,14,29.0,62,82.0,0.35365853658536583,0.018374024666498866
1-12,1977,433,Minitalia,94,0.0,6,8,9.0,26,85.0,0.10588235294117647,0.011578152529574628
WEETABIX3-1,1976,411,Legoland,149,2.0,5,7,8.0,36,141.0,0.05673758865248227,0.01694773051430489
WEETABIX2-1,1976,411,Legoland,126,2.0,6,11,17.0,44,109.0,0.1559633027522936,0.01686383085829348
6360-1,1986,50,Town,117,2.0,8,16,29.0,54,88.0,0.32954545454545453,0.01854182397852169
6083-1,1981,186,Castle,211,6.0,9,12,14.0,60,197.0,0.07106598984771574,0.025757194395502978
365-1,1975,411,Legoland,596,8.0,7,18,20.0,99,576.0,0.034722222222222224,0.06233744441647789
383-2,1979,186,Castle,210,6.0,9,12,14.0,60,196.0,0.07142857142857142,0.025673294739491568
1584-1,1988,186,Castle,168,8.0,9,18,30.0,77,138.0,0.21739130434782608,0.025589395083480158
6266-1,1993,147,Pirates,106,3.0,8,18,27.0,48,79.0,0.34177215189873417,0.017199429482339122
6060-1,1989,186,Castle,168,8.0,9,18,30.0,77,138.0,0.21739130434782608,0.025589395083480158
364-1,1975,411,Legoland,516,7.0,9,17,39.0,121,477.0,0.08176100628930817,0.059065357832032886
WEETABIX4-1,1976,411,Legoland,147,1.0,7,10,12.0,43,135.0,0.08888888888888889,0.018038426042453225
3678-1,1982,390,Fabuland,145,0.0,10,12,34.0,66,111.0,0.3063063063063063,0.021981709874989513
370-1,1976,411,Legoland,300,4.0,9,14,18.0,65,282.0,0.06382978723404255,0.03397936068462119
585-1,1976,411,Legoland,300,4.0,9,14,18.0,65,282.0,0.06382978723404255,0.03397936068462119
15-2,1973,433,Minitalia,157,0.0,5,6,3.0,19,154.0,0.01948051948051948,0.015521436362110915
368-1,1976,411,Legoland,156,2.0,7,10,15.0,44,141.0,0.10638297872340426,0.01921302122661297
342-2,1968,365,System,191,0.0,6,5,4.0,28,187.0,0.0213903743315508,0.01921302122661297
350-1,1971,411,Legoland,126,0.0,4,9,7.0,25,119.0,0.058823529411764705,0.013927342897894119
540-3,1973,411,Legoland,150,0.0,6,10,8.0,36,142.0,0.056338028169014086,0.017199429482339122
352-1,1972,411,Legoland,142,0.0,8,11,14.0,43,128.0,0.109375,0.017870626730430404
356-1,1973,411,Legoland,150,0.0,6,10,9.0,72,141.0,0.06382978723404255,0.020303716754761305
813-1,1986,465,Universal Building Set,1,0.0,1,1,1.0,1,0.0,0.0,0.0
733-1,1980,465,Universal Building Set,504,0.0,9,24,40.0,144,464.0,0.08620689655172414,0.060072153704169816
10255-1,2017,155,Modular Buildings,4002,18.0,43,35,164.0,1482,3838.0,0.04273058884835852,0.48150012584948404
4957-1,2007,22,Creator,1065,0.0,14,26,27.0,122,1038.0,0.02601156069364162,0.10479067035825153
2000415-1,2010,507,Educational and Dacta,1536,0.0,32,26,14.0,164,1522.0,0.009198423127463863,0.1482506921721621
853373-1,2012,186,Castle,329,56.0,14,11,6.0,82,323.0,0.018575851393188854,0.0413625304136253
4999-1,2008,22,Creator,822,3.0,16,35,82.0,236,740.0,0.11081081081081082,0.09975669099756691
9353-1,1991,507,Educational and Dacta,942,0.0,11,23,6.0,165,936.0,0.00641025641025641,0.09581340716503062
745-1,1978,465,Universal Building Set,1,0.0,1,1,1.0,1,0.0,0.0,0.0
6754-1,2009,22,Creator,978,0.0,17,18,29.0,169,949.0,0.030558482613277135,0.10118298514976089
9356-1,1986,507,Educational and Dacta,641,8.0,9,15,8.0,119,633.0,0.01263823064770932,0.06670022652907123
2000430-1,2013,507,Educational and Dacta,2854,0.0,36,39,17.0,246,2837.0,0.005992245329573493,0.2673882037083648
4956-1,2007,22,Creator,731,0.0,12,18,20.0,218,711.0,0.02812939521800281,0.08339625807534189
3682-1,1987,390,Fabuland,159,0.0,9,15,31.0,62,128.0,0.2421875,0.022736806779092206
6379-1,1986,50,Town,282,2.0,10,20,33.0,84,249.0,0.13253012048192772,0.03574125346086081
10181-1,2007,22,Creator,3428,0.0,13,19,12.0,238,3416.0,0.00351288056206089,0.31084822552227537
1106-2,1999,465,Universal Building Set,431,2.0,12,16,23.0,120,408.0,0.056372549019607844,0.0502558939508348
3841-1,2009,502,Games,224,0.0,11,15,21.0,106,203.0,0.10344827586206896,0.03121067203624465
840-1,1980,465,Universal Building Set,1,0.0,1,1,1.0,1,0.0,0.0,0.0
626-1,1996,465,Universal Building Set,1,0.0,1,1,1.0,1,0.0,0.0,0.0
9286-1,1998,507,Educational and Dacta,4,0.0,3,1,2.0,3,2.0,1.0,0.0006711972480912829
10268-1,2018,22,Creator,834,3.0,16,35,92.0,251,742.0,0.12398921832884097,0.10286097826998909
852751-1,2009,147,Pirates,285,24.0,10,17,6.0,43,279.0,0.021505376344086023,0.03188186928433594
4500744-1,2006,52,City,358,16.0,8,8,11.0,37,347.0,0.03170028818443804,0.03632855105294068
2856205-1,2011,501,Gear,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5000248-1,2012,501,Gear,4,0.0,2,1,1.0,4,3.0,0.3333333333333333,0.0005872975920798725
499120-1,2011,501,Gear,1,0.0,1,1,1.0,1,0.0,0.0,0.0
5001164-1,2012,501,Gear,4,0.0,1,1,1.0,2,3.0,0.3333333333333333,0.00033559862404564144
9286-2,2004,507,Educational and Dacta,4,0.0,3,1,2.0,3,2.0,1.0,0.0006711972480912829
2000430-2,2022,507,Educational and Dacta,2810,0.0,36,41,17.0,245,2793.0,0.006086645184389545,0.26378051849987416
499391-1,2012,501,Gear,1,0.0,1,1,1.0,1,0.0,0.0,0.0
10128-1,2003,50,Town,327,2.0,13,29,48.0,128,279.0,0.17204301075268819,0.04547361355818441
4176-1,2001,22,Creator,326,0.0,12,20,30.0,124,296.0,0.10135135135135136,0.042537125597785046
1661-2,1989,465,Universal Building Set,418,1.0,8,10,13.0,80,405.0,0.03209876543209877,0.04404731940599044
6392-1,1985,50,Town,538,16.0,13,22,65.0,344,473.0,0.13742071881606766,0.08331235841933048
1662-1,1989,465,Universal Building Set,632,2.0,7,13,13.0,101,619.0,0.0210016155088853,0.0640154375367061
6388-1,1989,50,Town,363,4.0,13,22,67.0,146,296.0,0.22635135135135134,0.051178790166960315
970672-1,2002,507,Educational and Dacta,78,0.0,8,16,6.0,35,72.0,0.08333333333333333,0.011578152529574628
599-1,1982,465,Universal Building Set,744,3.0,11,23,41.0,187,703.0,0.05832147937411095,0.08423525463545599
6046-1,1996,186,Castle,220,5.0,13,22,42.0,102,178.0,0.23595505617977527,0.03347596274855273
3668-1,1986,390,Fabuland,53,0.0,7,12,21.0,36,32.0,0.65625,0.010403557345414883
6085-1,1988,186,Castle,688,12.0,9,23,35.0,124,653.0,0.05359877488514548,0.07433509522610958
3839-1,2009,502,Games,167,0.0,13,12,17.0,47,150.0,0.11333333333333333,0.021058813658863997
4553-1,1999,233,Train,190,2.0,13,21,16.0,68,174.0,0.09195402298850575,0.025589395083480158
6370-1,1985,50,Town,187,4.0,9,17,23.0,120,164.0,0.1402439024390244,0.029784377884050674
5010-1,1990,443,Service Packs,1,0.0,1,1,1.0,1,0.0,0.0,0.0
565-2,1990,465,Universal Building Set,695,2.0,9,21,31.0,142,664.0,0.046686746987951805,0.07509019213021227
9287-1,1996,507,Educational and Dacta,2542,11.0,15,25,9.0,225,2533.0,0.0035530990919857876,0.2367648292642
5584-1,2008,34,Make & Create,648,0.0,13,17,13.0,125,635.0,0.02047244094488189,0.0680426210252538
9452-1,1991,507,Educational and Dacta,2195,0.0,10,26,1.0,134,2194.0,0.00045578851412944393,0.19808708784293985
710-3,1983,465,Universal Building Set,376,2.0,10,18,17.0,95,359.0,0.04735376044568245,0.043040523533853514
9707-1,1996,507,Educational and Dacta,164,1.0,11,26,41.0,80,123.0,0.3333333333333333,0.02668009061162849
10037-1,2002,50,Town,195,5.0,11,16,26.0,68,169.0,0.15384615384615385,0.02651229129960567
1053-1,1984,507,Educational and Dacta,899,0.0,11,29,37.0,181,862.0,0.042923433874709975,0.09665240372514473
6372-1,1982,50,Town,235,2.0,10,16,22.0,71,213.0,0.10328638497652583,0.029448779260005033
1472-1,1987,50,Town,363,4.0,13,22,67.0,148,296.0,0.22635135135135134,0.051346589478983136
4886-1,2004,204,Designer Sets,667,0.0,11,12,11.0,82,656.0,0.01676829268292683,0.06527393237687726
6076-1,1993,186,Castle,219,4.0,12,20,49.0,96,170.0,0.28823529411764703,0.03314036412450709
4996-1,2008,22,Creator,522,0.0,13,19,38.0,268,484.0,0.07851239669421488,0.07173420588975585
3679-1,1986,390,Fabuland,86,0.0,6,13,19.0,39,67.0,0.2835820895522388,0.013256145649802835
1194-1,1999,465,Universal Building Set,408,2.0,9,22,18.0,119,390.0,0.046153846153846156,0.04807450289453813
4223-1,1999,465,Universal Building Set,548,2.0,9,25,29.0,144,519.0,0.055876685934489405,0.06309254132058059
9280-1,1997,507,Educational and Dacta,1417,0.0,8,13,11.0,110,1406.0,0.007823613086770981,0.1303800654417317
9364-1,1993,507,Educational and Dacta,589,19.0,15,22,40.0,138,549.0,0.07285974499089254,0.06862991861733367
4162-1,1995,399,Freestyle,603,0.0,12,26,28.0,136,575.0,0.04869565217391304,0.06711972480912828
547-1,1987,465,Universal Building Set,624,2.0,7,13,13.0,101,611.0,0.02127659574468085,0.06334424028861482
4274-1,1998,399,Freestyle,508,2.0,10,22,18.0,121,490.0,0.036734693877551024,0.0567161674637134
9618-1,1997,507,Educational and Dacta,443,0.0,8,18,3.0,61,440.0,0.006818181818181818,0.04429901837402467
375-2,1978,186,Castle,775,14.0,7,18,9.0,73,766.0,0.01174934725848564,0.07475459350616663
540-1,1985,465,Universal Building Set,421,2.0,7,13,13.0,98,408.0,0.031862745098039214,0.04606091115026428
1639-1,1990,465,Universal Building Set,675,2.0,7,13,13.0,101,662.0,0.019637462235649546,0.06762312274519675
4143-1,1995,399,Freestyle,196,0.0,6,11,19.0,57,177.0,0.10734463276836158,0.02382750230724054
4153-1,1995,399,Freestyle,698,2.0,11,26,22.0,143,676.0,0.03254437869822485,0.07525799144223509
8403-1,2010,52,City,385,3.0,16,22,50.0,135,335.0,0.14925373134328357,0.050843191542914674
1484-1,1987,50,Town,215,2.0,12,18,30.0,95,185.0,0.16216216216216217,0.0307911737561876
3723-1,2000,276,Sculptures,1850,0.0,8,11,6.0,93,1844.0,0.0032537960954446853,0.16469502475039852
6088-1,1998,434,Ninja,281,4.0,11,24,37.0,107,244.0,0.15163934426229508,0.038509942109237354
9725-1,1999,507,Educational and Dacta,248,0.0,11,23,18.0,100,230.0,0.0782608695652174,0.03314036412450709
577-1,1981,465,Universal Building Set,396,2.0,9,20,22.0,110,374.0,0.058823529411764705,0.046480409430321334
7637-1,2009,52,City,614,6.0,17,33,72.0,448,542.0,0.13284132841328414,0.09942109237352127
4145-1,1995,399,Freestyle,254,0.0,7,13,23.0,70,231.0,0.09956709956709957,0.03037167547613055
6376-1,1990,50,Town,195,5.0,11,16,24.0,64,171.0,0.14035087719298245,0.02600889336353721
545-1,1990,465,Universal Building Set,427,2.0,8,21,25.0,112,402.0,0.06218905472636816,0.04950079704673211
10218-1,2011,155,Modular Buildings,2034,8.0,33,33,116.0,810,1918.0,0.06047966631908238,0.254132058058562
9795-1,2001,507,Educational and Dacta,164,0.0,11,29,47.0,89,117.0,0.4017094017094017,0.02810638476382247
6075-2,1981,186,Castle,775,14.0,7,18,9.0,73,766.0,0.01174934725848564,0.07475459350616663
4121-1,2001,22,Creator,174,0.0,8,12,13.0,64,161.0,0.08074534161490683,0.022317308499035154
9453-1,1997,507,Educational and Dacta,699,0.0,10,22,1.0,98,698.0,0.0014326647564469914,0.06921721620941354
1880-1,1992,465,Universal Building Set,576,2.0,12,16,23.0,120,553.0,0.04159132007233273,0.0624213440724893
10185-1,2008,155,Modular Buildings,2358,8.0,25,28,40.0,656,2318.0,0.01725625539257981,0.2609279301954862
566-1,1981,465,Universal Building Set,310,2.0,8,13,25.0,98,285.0,0.08771929824561403,0.03783874486114607
10182-1,2007,155,Modular Buildings,2058,3.0,18,26,31.0,271,2027.0,0.015293537247163296,0.20152697373940767
9290-1,1996,507,Educational and Dacta,1245,0.0,13,28,21.0,202,1224.0,0.01715686274509804,0.12618508264116118
10270-1,2020,155,Modular Buildings,2504,10.0,39,35,139.0,1248,2365.0,0.0587737843551797,0.3330816343652991
4226-1,1998,465,Universal Building Set,517,2.0,11,23,19.0,148,498.0,0.03815261044176707,0.059988254048158406
9725-2,2002,507,Educational and Dacta,270,5.0,11,23,18.0,100,252.0,0.07142857142857142,0.03540565483681517
19010-1,2019,719,BrickLink Designer Program,592,3.0,29,24,43.0,138,549.0,0.07832422586520947,0.06913331655340213
3358-1,2007,507,Educational and Dacta,44,0.0,9,3,5.0,14,39.0,0.1282051282051282,0.0058729759207987245
9725-3,2005,507,Educational and Dacta,306,5.0,11,24,19.0,101,287.0,0.06620209059233449,0.038677741421260174
9304-1,2001,507,Educational and Dacta,598,0.0,14,14,16.0,129,582.0,0.027491408934707903,0.06426713650474034
10128-2,2005,50,Town,327,2.0,13,29,45.0,122,282.0,0.1595744680851064,0.04471851665408172
6071-1,1990,186,Castle,210,5.0,8,17,33.0,64,177.0,0.1864406779661017,0.027854685795788238
4284-1,1999,465,Universal Building Set,123,1.0,8,12,10.0,47,113.0,0.08849557522123894,0.01644433257823643
525-1,1990,465,Universal Building Set,185,1.0,8,10,11.0,58,174.0,0.06321839080459771,0.022485107811057975
9610-1,1993,507,Educational and Dacta,76,2.0,7,13,23.0,40,53.0,0.4339622641509434,0.013088346337780015
3798-1,1988,390,Fabuland,25,0.0,5,10,8.0,16,17.0,0.47058823529411764,0.004950079704673211
6045-1,1998,434,Ninja,112,3.0,10,15,19.0,47,93.0,0.20430107526881722,0.01686383085829348
6464-1,1999,50,Town,348,6.0,13,28,91.0,174,257.0,0.3540856031128405,0.054954274687473784
6554-1,1997,50,Town,259,4.0,14,23,56.0,112,203.0,0.27586206896551724,0.038845540733282995
510-1,1985,465,Universal Building Set,102,0.0,7,7,5.0,33,97.0,0.05154639175257732,0.012501048745700143
6036-1,1995,186,Castle,74,2.0,9,15,28.0,39,46.0,0.6086956521739131,0.013591744273848478
533-1,1984,465,Universal Building Set,93,0.0,7,7,7.0,33,86.0,0.08139534883720931,0.01191375115362027
648-1,1971,411,Legoland,42,0.0,6,6,8.0,19,34.0,0.23529411764705882,0.006376373856867187
3408-1,2000,458,Sports,224,5.0,9,24,40.0,84,184.0,0.21739130434782608,0.03196576894034735
4117-1,2001,22,Creator,266,0.0,12,20,20.0,104,246.0,0.08130081300813008,0.034986156556758116
3636-1,1987,390,Fabuland,26,0.0,7,9,14.0,18,12.0,1.1666666666666667,0.005789076264787314
9303-1,2004,507,Educational and Dacta,1190,0.0,19,20,36.0,173,1154.0,0.03119584055459272,0.12022820706435104
3402-1,2000,458,Sports,61,2.0,10,14,10.0,31,51.0,0.19607843137254902,0.010319657689403473
4177-1,2001,22,Creator,384,0.0,15,25,37.0,130,347.0,0.10662824207492795,0.04916519842268647
6329-1,1998,50,Town,144,3.0,14,22,47.0,76,97.0,0.4845360824742268,0.025253796459434517
4225-1,1998,465,Universal Building Set,244,1.0,10,20,24.0,99,220.0,0.10909090909090909,0.03297256481248427
2234-1,1998,50,Town,157,5.0,13,20,55.0,93,102.0,0.5392156862745098,0.0283580837318567
515-1,1990,465,Universal Building Set,115,0.0,8,8,11.0,44,104.0,0.10576923076923077,0.015185837738065274
1064-1,1981,507,Educational and Dacta,419,6.0,9,10,22.0,72,397.0,0.055415617128463476,0.04471851665408172
4115-1,2001,22,Creator,166,0.0,14,16,22.0,71,144.0,0.1527777777777778,0.02382750230724054
6548-1,1997,50,Town,133,3.0,11,22,45.0,69,88.0,0.5113636363636364,0.023324104371172077
4158-1,1997,399,Freestyle,132,1.0,5,14,12.0,57,120.0,0.1,0.018122325698464635
4222-1,1998,465,Universal Building Set,364,4.0,12,16,23.0,240,341.0,0.06744868035190615,0.05487037503146237
6066-1,1987,186,Castle,228,6.0,8,17,29.0,83,199.0,0.1457286432160804,0.03070727410017619
361-2,1979,50,Town,79,1.0,7,7,6.0,19,73.0,0.0821917808219178,0.00956456078530078
9650-1,2002,507,Educational and Dacta,721,16.0,22,23,6.0,77,715.0,0.008391608391608392,0.0721537041698129
3739-1,2002,186,Castle,629,2.0,13,17,36.0,134,593.0,0.06070826306913996,0.06930111586542495
4175-1,2001,22,Creator,219,0.0,13,16,25.0,97,194.0,0.12886597938144329,0.03062337444416478
6636-1,2002,50,Town,291,7.0,12,22,70.0,139,221.0,0.3167420814479638,0.04497021562211595
517-1,1987,465,Universal Building Set,123,0.0,7,7,5.0,35,118.0,0.0423728813559322,0.01443074083396258
