fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-003501,"Tusken Raider, Head Spikes, Shoulder Belt",3,42440,1,75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,198,158,Star Wars,1
fig-004500,"T-16 Skyhopper Pilot, Dark Red Outfit, Buckles on Shoulder Straps",4,42440,1,75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,198,158,Star Wars,1
fig-003501,"Tusken Raider, Head Spikes, Shoulder Belt",3,79730,1,75299-1,Trouble on Tatooine,2021,276,158,Star Wars,1
fig-010525,Grogu / The Child (Baby Yoda),2,79730,1,75299-1,Trouble on Tatooine,2021,276,158,Star Wars,1
fig-010856,"The Mandalorian / Din Djarin, Dark Brown Outfit with Cape",5,79730,1,75299-1,Trouble on Tatooine,2021,276,158,Star Wars,1
fig-003501,"Tusken Raider, Head Spikes, Shoulder Belt",3,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-010527,"Scout Trooper, Dual Molded White and Black Helmet, Closed Mouth",4,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-010529,IG-11,9,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-010859,"Stormtrooper, Black Squares on Back of Helmet, Closed Mouth",4,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-011726,Grogu / The Child (Baby Yoda) in Christmas Outfit,2,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-011727,"The Mandalorian / Din Djarin, Dark Brown Outfit with Red Scarf",4,105559,1,75307-1,Star Wars Advent Calendar 2021,2021,336,206,Seasonal,1
fig-003501,"Tusken Raider, Head Spikes, Shoulder Belt",3,135422,1,912283-1,Tusken Raider,2022,7,158,Star Wars,1
fig-003503,"R2-D2, Flat Silver Dome, Dark Blue Print with Dark Pink Dots",4,67071,1,75281-1,Anakin's Jedi Interceptor,2020,248,158,Star Wars,1
fig-010293,"Anakin Skywalker, Pilot Uniform, Printed Headset, No Collar",4,67071,1,75281-1,Anakin's Jedi Interceptor,2020,248,158,Star Wars,1
fig-003503,"R2-D2, Flat Silver Dome, Dark Blue Print with Dark Pink Dots",4,80073,1,75301-1,Luke Skywalker's X-Wing Fighter,2021,474,158,Star Wars,1
fig-004422,"Princess Leia, White Robe, Skirt",4,80073,1,75301-1,Luke Skywalker's X-Wing Fighter,2021,474,158,Star Wars,1
fig-010860,General Dodonna (3626c Head),4,80073,1,75301-1,Luke Skywalker's X-Wing Fighter,2021,474,158,Star Wars,1
fig-010861,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, Black Hands, Printed Visor, Detailed Chest Panel",4,80073,1,75301-1,Luke Skywalker's X-Wing Fighter,2021,474,158,Star Wars,1
fig-003503,"R2-D2, Flat Silver Dome, Dark Blue Print with Dark Pink Dots",4,98037,1,75308-1,R2-D2,2021,2314,158,Star Wars,1
fig-003504,"Geonosian, Dark Gray, Wings",4,11867,1,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,1
fig-003505,"Geonosian, Dark Gray",3,11867,1,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,1
fig-003506,"Battle Droid, Geonosian",6,11867,2,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,1
fig-003504,"Geonosian, Dark Gray, Wings",4,23655,1,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,2
fig-003505,"Geonosian, Dark Gray",3,23655,1,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,2
fig-003506,"Battle Droid, Geonosian",6,23655,2,4478-1,Geonosian Fighter (Black Box),2003,170,158,Star Wars,2
fig-003504,"Geonosian, Dark Gray, Wings",4,23656,1,4478-2,Geonosian Fighter (Blue Box),2004,170,158,Star Wars,2
fig-003505,"Geonosian, Dark Gray",3,23656,1,4478-2,Geonosian Fighter (Blue Box),2004,170,158,Star Wars,2
fig-003506,"Battle Droid, Geonosian",6,23656,2,4478-2,Geonosian Fighter (Blue Box),2004,170,158,Star Wars,2
fig-003508,"R2-D2, White Dome (30361a Body)",4,6783,1,7141-1,Naboo Fighter,1999,179,158,Star Wars,1
fig-003612,"Battle Droid, Two Bent Arms",5,6783,2,7141-1,Naboo Fighter,1999,179,158,Star Wars,1
fig-003627,"Anakin Skywalker, Child, Yellow Skin, Brown Helmet",5,6783,1,7141-1,Naboo Fighter,1999,179,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,11737,1,7142-1,X-wing Fighter,2002,273,158,Star Wars,1
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4,11737,1,7142-1,X-wing Fighter,2002,273,158,Star Wars,1
fig-003625,"Rebel Technician / Ground Crew, Yellow Skin, Large Moustache",4,11737,1,7142-1,X-wing Fighter,2002,273,158,Star Wars,1
fig-003626,"Biggs Darklighter, Yellow Skin",4,11737,1,7142-1,X-wing Fighter,2002,273,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,12644,1,7191-1,X-wing Fighter,2000,1304,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,13554,1,7106-1,Droid Escape,2001,45,158,Star Wars,1
fig-003509,"C-3PO, Pearl Light Gold",3,13554,1,7106-1,Droid Escape,2001,45,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,14123,1,4475-1,Jabba's Message,2003,46,158,Star Wars,1
fig-003509,"C-3PO, Pearl Light Gold",3,14123,1,4475-1,Jabba's Message,2003,46,158,Star Wars,1
fig-003510,"Bib Fortuna, Closed Mouth",5,14123,1,4475-1,Jabba's Message,2003,46,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003635,"Anakin Skywalker, Child, Yellow Skin, Light Gray Helmet",5,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003636,"Padme Amidala / Naberrie, Yellow Skin",4,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003638,Gasgano,8,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-010431,Pit Droid - Brown and White (Anakin),12,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-010432,Pit Droid - Brown and White (Gasgano),12,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-010433,Pit Droid - Brown and White (Sebulba),12,15240,1,7171-1,Mos Espa Podrace,1999,907,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,15999,1,4502-1,X-wing Fighter,2003,564,158,Star Wars,1
fig-003534,"Yoda, Plain Sand Green Head",3,15999,1,4502-1,X-wing Fighter,2003,564,158,Star Wars,1
fig-003535,"Luke Skywalker, Dagobah Outfit, Yellow Skin, Sand Green Tank Top with Neck Bracket",5,15999,1,4502-1,X-wing Fighter,2003,564,158,Star Wars,1
fig-003508,"R2-D2, White Dome (30361a Body)",4,16059,1,7140-1,X-wing Fighter,1999,271,158,Star Wars,1
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4,16059,1,7140-1,X-wing Fighter,1999,271,158,Star Wars,1
fig-003625,"Rebel Technician / Ground Crew, Yellow Skin, Large Moustache",4,16059,1,7140-1,X-wing Fighter,1999,271,158,Star Wars,1
fig-003626,"Biggs Darklighter, Yellow Skin",4,16059,1,7140-1,X-wing Fighter,1999,271,158,Star Wars,1
fig-003509,"C-3PO, Pearl Light Gold",3,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003904,ASP Droid,6,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003905,"Jawa, Cape",5,6259,3,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003906,R5-D4 with Plain Dome,5,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003907,Owen Lars,4,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-010435,GNK Power Droid (Gonk) - Dark Bluish Grey,7,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-010440,Treadwell Droid,18,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-010441,R1-G4,12,6259,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,1
fig-003511,"Battle Droid Commander, Two Bent Arms",6,6014,1,7204-1,Jedi Defense II,2002,53,158,Star Wars,1
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,6014,1,7204-1,Jedi Defense II,2002,53,158,Star Wars,1
fig-003654,"Battle Droid Security, Dark Red Torso with Tan Print, Two Bent Arms",5,6014,1,7204-1,Jedi Defense II,2002,53,158,Star Wars,1
fig-003511,"Battle Droid Commander, Two Bent Arms",6,10075,1,3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,33,158,Star Wars,1
fig-003512,"Battle Droid, Two Bent Arms, 1 x 2 Plate on Back",6,10075,2,3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,33,158,Star Wars,1
fig-003512,"Battle Droid, Two Bent Arms, 1 x 2 Plate on Back",6,2713,2,7121-1,Naboo Swamp,1999,82,158,Star Wars,1
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,2713,1,7121-1,Naboo Swamp,1999,82,158,Star Wars,1
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,2713,1,7121-1,Naboo Swamp,1999,82,158,Star Wars,1
fig-003513,"Scout Trooper, Yellow Head with Black Visor",4,2751,1,7139-1,Ewok Attack,2002,121,158,Star Wars,1
fig-003624,"Stormtrooper, Plain Yellow Head, Black Hips",4,2751,1,7139-1,Ewok Attack,2002,121,158,Star Wars,1
fig-003628,"Wicket, Ewok, Plain Brown",3,2751,1,7139-1,Ewok Attack,2002,121,158,Star Wars,1
fig-003629,"Paploo, Ewok, Tan Hood with Tan Face",3,2751,1,7139-1,Ewok Attack,2002,121,158,Star Wars,1
fig-003513,"Scout Trooper, Yellow Head with Black Visor",4,12823,2,7128-1,Speeder Bikes,1999,93,158,Star Wars,1
fig-003610,"Luke Skywalker, Endor Outfit, Yellow Skin",4,12823,1,7128-1,Speeder Bikes,1999,93,158,Star Wars,1
fig-003515,"Han Solo, Black Vest, Yellow Skin, Brown Legs",4,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003517,"Darth Vader, Light Gray Skin",5,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003624,"Stormtrooper, Plain Yellow Head, Black Hips",4,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003908,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Printed Legs",4,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003910,"Lando Calrissian, Yellow and Blue Cape (3626b Head)",5,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003911,"Luke Skywalker, Cloud City Outfit, Yellow Skin, Tan Shirt",4,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003912,"Princess Leia, Cloud City Outfit, Yellow Skin, Dark Orange Shirt",4,11846,1,10123-1,Cloud City,2003,707,158,Star Wars,1
fig-003516,"Darth Maul, Black Hood and Cape",5,9982,1,7101-1,Lightsaber Duel,1999,52,158,Star Wars,1
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,9982,1,7101-1,Lightsaber Duel,1999,52,158,Star Wars,1
fig-003516,"Darth Maul, Black Hood and Cape",5,10838,1,7151-1,Sith Infiltrator,1999,244,158,Star Wars,1
fig-003516,"Darth Maul, Black Hood and Cape",5,13585,1,7663-1,Sith Infiltrator,2007,310,158,Star Wars,1
fig-003516,"Darth Maul, Black Hood and Cape",5,15357,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,1
fig-003517,"Darth Vader, Light Gray Skin",5,15357,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,1
fig-003518,"Emperor Palpatine, Yellow Skin",5,15357,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,1
fig-003516,"Darth Maul, Black Hood and Cape",5,15864,1,852551-1,Magnet Set Darth Maul 2009,2009,24,501,Gear,1
fig-003692,"Naboo Fighter Pilot, Tan Jacket",5,15864,1,852551-1,Magnet Set Darth Maul 2009,2009,24,501,Gear,1
fig-003693,"Anakin Skywalker, Child, Dark Tan Hair, Black Eyes",4,15864,1,852551-1,Magnet Set Darth Maul 2009,2009,24,501,Gear,1
fig-003516,"Darth Maul, Black Hood and Cape",5,72800,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,2
fig-003517,"Darth Vader, Light Gray Skin",5,72800,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,2
fig-010430,"Emperor Palpatine, Yellow Skin, Black Hands",5,72800,1,3340-1,Star Wars #1 - Sith Minifig Pack,2000,30,158,Star Wars,2
fig-003516,"Darth Maul, Black Hood and Cape",5,93682,1,852086-1,"Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot",2007,14,501,Gear,1
fig-003692,"Naboo Fighter Pilot, Tan Jacket",5,93682,1,852086-1,"Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot",2007,14,501,Gear,1
fig-003693,"Anakin Skywalker, Child, Dark Tan Hair, Black Eyes",4,93682,1,852086-1,"Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot",2007,14,501,Gear,1
fig-003517,"Darth Vader, Light Gray Skin",5,1369,1,7152-1,TIE Fighter & Y-wing,2002,411,158,Star Wars,1
fig-003622,R5-D4 (30361c Body),4,1369,1,7152-1,TIE Fighter & Y-wing,2002,411,158,Star Wars,1
fig-003623,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Gray Hips",4,1369,1,7152-1,TIE Fighter & Y-wing,2002,411,158,Star Wars,1
fig-003517,"Darth Vader, Light Gray Skin",5,6144,1,7200-1,Final Duel I,2002,32,158,Star Wars,1
fig-003518,"Emperor Palpatine, Yellow Skin",5,6144,1,7200-1,Final Duel I,2002,32,158,Star Wars,1
fig-003518,"Emperor Palpatine, Yellow Skin",5,7294,1,7166-1,Imperial Shuttle,2001,238,158,Star Wars,1
fig-003543,"Royal Guard, Red Hands",5,7294,2,7166-1,Imperial Shuttle,2001,238,158,Star Wars,1
fig-003639,Imperial Shuttle Pilot with Yellow Skin,4,7294,1,7166-1,Imperial Shuttle,2001,238,158,Star Wars,1
fig-003519,"Jabba the Hutt, Unprinted",3,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-003520,EV-9D9,6,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-003521,"Luke Skywalker, Black Robes, Yellow Skin, Black Cape",5,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-003522,"Princess Leia, Slave Outfit, Yellow Skin, Neck Bracket",5,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-010434,GNK Power Droid (Gonk) - Light/Dark grey,7,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-010436,B'Omarr Monk,13,2563,1,4480-1,Jabba's Palace,2003,234,158,Star Wars,1
fig-003519,"Jabba the Hutt, Unprinted",3,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003547,"R2-D2, White Dome, Dark Bluish Gray Serving Tray",5,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003549,"Gamorrean Guard, Plain Head, Reddish Brown Torso",3,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003550,"Han Solo, White Shirt, Reddish Brown Legs, Black Eyes",4,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003551,"Lando Calrissian, Skiff Guard Disguise, Dark Bluish Gray Helmet",4,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003552,"Luke Skywalker, Black Robes, Black Eyes",4,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003553,"Princess Leia, Slave Outfit, Black Eyes, Neck Bracket",5,3374,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,1
fig-003519,"Jabba the Hutt, Unprinted",3,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003547,"R2-D2, White Dome, Dark Bluish Gray Serving Tray",5,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003549,"Gamorrean Guard, Plain Head, Reddish Brown Torso",3,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003550,"Han Solo, White Shirt, Reddish Brown Legs, Black Eyes",4,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003551,"Lando Calrissian, Skiff Guard Disguise, Dark Bluish Gray Helmet",4,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003552,"Luke Skywalker, Black Robes, Black Eyes",4,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003553,"Princess Leia, Slave Outfit, Black Eyes, Neck Bracket",5,72096,1,6210-1,Jabba's Sail Barge,2006,782,158,Star Wars,2
fig-003523,"Clone Trooper, Phase I Armor, Plain Black Head",4,4814,4,4482-1,AT-TE,2003,663,158,Star Wars,1
fig-003523,"Clone Trooper, Phase I Armor, Plain Black Head",4,14069,4,7163-1,Republic Gunship,2002,697,158,Star Wars,1
fig-003640,"Super Battle Droid, Pearl Sand Blue",4,14069,2,7163-1,Republic Gunship,2002,697,158,Star Wars,1
fig-003641,"Jedi Knight Bob, Dark Gray Robe",5,14069,1,7163-1,Republic Gunship,2002,697,158,Star Wars,1
fig-003642,"Droideka / Destroyer Droid, Brown Shell",26,14069,1,7163-1,Republic Gunship,2002,697,158,Star Wars,1
fig-003523,"Clone Trooper, Phase I Armor, Plain Black Head",4,96051,4,4482-1,AT-TE,2003,663,158,Star Wars,2
fig-003524,"Snowtrooper, Light Gray Hips",4,5744,2,4483-1,AT-AT [Black Box],2003,1070,158,Star Wars,1
fig-003525,"AT-AT Driver, White Uniform, Plain Yellow Head",4,5744,1,4483-1,AT-AT [Black Box],2003,1070,158,Star Wars,1
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4,5744,1,4483-1,AT-AT [Black Box],2003,1070,158,Star Wars,1
fig-003524,"Snowtrooper, Light Gray Hips",4,8414,2,4483-2,AT-AT [Blue Box],2004,1070,158,Star Wars,1
fig-003525,"AT-AT Driver, White Uniform, Plain Yellow Head",4,8414,1,4483-2,AT-AT [Blue Box],2004,1070,158,Star Wars,1
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4,8414,1,4483-2,AT-AT [Blue Box],2004,1070,158,Star Wars,1
fig-003526,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Gray Hips",4,8634,1,7130-1,Snowspeeder,1999,217,158,Star Wars,1
fig-003608,"Rebel Trooper in Hoth Uniform, White Hat, Yellow Skin, Backpack, Brown Visor",6,8634,1,7130-1,Snowspeeder,1999,217,158,Star Wars,1
fig-003609,"Dak Ralter, Yellow Skin, Dark Gray Hips",4,8634,1,7130-1,Snowspeeder,1999,217,158,Star Wars,1
fig-003527,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Bluish Gray Hips (3626b Head)",4,8937,1,4500-2,"Rebel Snowspeeder (redesign), Original Trilogy Edition box",2004,211,158,Star Wars,1
fig-003528,"Dak Ralter, Yellow Skin, Dark Bluish Gray Hips",4,8937,1,4500-2,"Rebel Snowspeeder (redesign), Original Trilogy Edition box",2004,211,158,Star Wars,1
fig-003527,"Luke Skywalker, Orange Rebel Pilot Outfit, Yellow Skin, Dark Bluish Gray Hips (3626b Head)",4,9419,1,4500-1,Rebel Snowspeeder [Redesign] - Blue box,2004,217,158,Star Wars,1
fig-003528,"Dak Ralter, Yellow Skin, Dark Bluish Gray Hips",4,9419,1,4500-1,Rebel Snowspeeder [Redesign] - Blue box,2004,217,158,Star Wars,1
fig-003529,"Rebel Trooper in Hoth Uniform, White Hat, Yellow Skin, Backpack, White Goggles",6,9419,1,4500-1,Rebel Snowspeeder [Redesign] - Blue box,2004,217,158,Star Wars,1
fig-003534,"Yoda, Plain Sand Green Head",3,1668,1,7103-1,Jedi Duel,2002,82,158,Star Wars,1
fig-003621,"Count Dooku, Yellow Skin",5,1668,1,7103-1,Jedi Duel,2002,82,158,Star Wars,1
fig-003534,"Yoda, Plain Sand Green Head",3,4705,1,4502-2,X-wing Fighter,2004,564,158,Star Wars,1
fig-003535,"Luke Skywalker, Dagobah Outfit, Yellow Skin, Sand Green Tank Top with Neck Bracket",5,4705,1,4502-2,X-wing Fighter,2004,564,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,2611,1,7669-2,Anakin's Jedi Starfighter Clone Wars White Box,2008,152,158,Star Wars,1
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626b Head)",4,2611,1,7669-2,Anakin's Jedi Starfighter Clone Wars White Box,2008,152,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,6701,1,7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,280,158,Star Wars,1
fig-003692,"Naboo Fighter Pilot, Tan Jacket",5,6701,1,7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,280,158,Star Wars,1
fig-003693,"Anakin Skywalker, Child, Dark Tan Hair, Black Eyes",4,6701,1,7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,280,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,10737,1,7669-1,Anakin's Jedi Starfighter,2008,145,158,Star Wars,1
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626b Head)",4,10737,1,7669-1,Anakin's Jedi Starfighter,2008,145,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,11602,1,7680-1,The Twilight - Limited Edition,2008,887,158,Star Wars,1
fig-003724,"Ahsoka Tano, Padawan, Light Bluish Gray Legs",4,11602,1,7680-1,The Twilight - Limited Edition,2008,887,158,Star Wars,1
fig-003731,Rotta,3,11602,1,7680-1,The Twilight - Limited Edition,2008,887,158,Star Wars,1
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626b Head)",4,11602,1,7680-1,The Twilight - Limited Edition,2008,887,158,Star Wars,1
fig-003536,"R2-D2, White Dome (30361c Body)",4,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-003904,ASP Droid,6,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-003905,"Jawa, Cape",5,72822,3,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-003906,R5-D4 with Plain Dome,5,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-003907,Owen Lars,4,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-010435,GNK Power Droid (Gonk) - Dark Bluish Grey,7,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-010440,Treadwell Droid,18,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-010441,R1-G4,12,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-010445,"C-3PO - Pearl Gold Body, Pearl Light Gold Hands",3,72822,1,10144-1,Sandcrawler,2005,1682,158,Star Wars,2
fig-003536,"R2-D2, White Dome (30361c Body)",4,135499,1,7669-1,Anakin's Jedi Starfighter,2008,145,158,Star Wars,2
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626b Head)",4,135499,1,7669-1,Anakin's Jedi Starfighter,2008,145,158,Star Wars,2
fig-003538,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, Black Eyes",4,4092,1,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-003676,K-3PO,3,4092,1,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-003677,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (30170 Goggles)",6,4092,2,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-003678,"Dak Ralter, Standard Face",4,4092,1,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,4092,2,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-010446,"Imperial Probe Droid (White Dish Stand, Lever on Top)",21,4092,1,7666-1,Hoth Rebel Base,2007,558,158,Star Wars,1
fig-003538,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, Black Eyes",4,5153,1,10178-1,Motorized Walking AT-AT,2007,1137,158,Star Wars,1
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,5153,1,10178-1,Motorized Walking AT-AT,2007,1137,158,Star Wars,1
fig-003959,"AT-AT Driver, White Uniform, Plain Black Head (30408 Helmet)",4,5153,1,10178-1,Motorized Walking AT-AT,2007,1137,158,Star Wars,1
fig-003961,"General Maximillian Veers, Dark Bluish Gray Helmet",4,5153,1,10178-1,Motorized Walking AT-AT,2007,1137,158,Star Wars,1
fig-003541,R2-D5,4,8948,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003542,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, No Eyebrows",5,8948,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003543,"Royal Guard, Red Hands",5,8948,2,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003544,"Stormtrooper, Plain Light Nougat Head, Solid Nose Vent",4,8948,2,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003545,"Grand Moff Wilhuff Tarkin, Dark Bluish Gray, Smooth Hair",4,8948,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003546,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Black Eyes",4,8948,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-010442,Mouse Droid (MSE-6-series Repair Droid),9,8948,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,1
fig-003541,R2-D5,4,45984,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-003542,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, No Eyebrows",5,45984,1,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
fig-003543,"Royal Guard, Red Hands",5,45984,2,6211-1,Imperial Star Destroyer,2006,1389,158,Star Wars,2
