fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-000010,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Dark Bluish Gray Legs, Small Batman Logo",5,27954,1,80791214-1,DC Comics Super Heroes: Enter The Dark Knight,2016,5,497,Books,1
fig-000010,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Dark Bluish Gray Legs, Small Batman Logo",5,191157,1,9788325329389-1,DC Comics Super Heroes: Book of Super Heroes,2018,0,497,Books,1
fig-000014,"Batgirl, Dark Purple Suit, Wings",5,3352,1,41230-1,Batgirl Batjet Chase,2017,206,617,DC Super Hero Girls,1
fig-000014,"Batgirl, Dark Purple Suit, Wings",5,27208,1,COMCON052-1,Batgirl,2016,5,617,DC Super Hero Girls,1
fig-000015,Sir Fangar,7,3341,1,70147-1,Sir Fangar's Ice Fortress,2014,670,571,Legends of Chima,1
fig-000017,Gorzan,6,3341,1,70147-1,Sir Fangar's Ice Fortress,2014,670,571,Legends of Chima,1
fig-005680,Strainor with Trans-Light Blue Shoulder Armor,6,3341,1,70147-1,Sir Fangar's Ice Fortress,2014,670,571,Legends of Chima,1
fig-005681,Worriz with Shoulder Armor with Fire Chi,6,3341,1,70147-1,Sir Fangar's Ice Fortress,2014,670,571,Legends of Chima,1
fig-005682,Voom Voom (with 12825 Tile with Clip),10,3341,1,70147-1,Sir Fangar's Ice Fortress,2014,670,571,Legends of Chima,1
fig-000015,Sir Fangar,7,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-005704,Trakkar with Shoulder Armor,6,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-005705,Breezor,3,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-005706,Eris with Flame Wings,9,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-005707,Sibress with Shoulder Armor,6,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-005708,Tazar,4,15389,1,70224-1,Tiger's Mobile Command,2015,712,571,Legends of Chima,1
fig-000015,Sir Fangar,7,16257,1,70143-1,Sir Fangar's Sabre-Tooth Walker,2014,415,571,Legends of Chima,1
fig-000016,Stealthor,6,16257,1,70143-1,Sir Fangar's Sabre-Tooth Walker,2014,415,571,Legends of Chima,1
fig-000017,Gorzan,6,16257,1,70143-1,Sir Fangar's Sabre-Tooth Walker,2014,415,571,Legends of Chima,1
fig-000015,Sir Fangar,7,42856,3,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-000016,Stealthor,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-000017,Gorzan,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-001174,Vornon with Trans-Light Blue Shoulder Armor,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-001313,Stealthor with Trans-Light Blue Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-001367,Bulkar,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005670,Cragger with Shoulder Armor and Fire Chi,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005673,Strainor with Shoulder Armor,6,42856,3,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005674,Eris with Fire Chi,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005675,Lagravis in Fire Chi Outfit,5,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005676,Vardy (with 12825 Tile with Clip),10,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005677,Lundor with Shoulder Armor and Fire Chi,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005680,Strainor with Trans-Light Blue Shoulder Armor,6,42856,3,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005681,Worriz with Shoulder Armor with Fire Chi,6,42856,3,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005682,Voom Voom (with 12825 Tile with Clip),10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005683,Tormak in Orange Outfit,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005684,Li'Ella in Dark Red Outfit,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005685,Foltrax,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005686,Fluminox with Shoulder Armor and Skirt,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005687,Flinx,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005688,Voom Voom with Trans-Light Blue Shoulder Armor,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005689,Maula with Shoulder Armor,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005690,Mottrot,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005691,Razar with Shoulder Armor and Fire Chi,10,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005692,Vornon with Trans-Light Blue Large Shoulder Armor,10,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005693,Cragger with Shoulder Armor and Fire Chi,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005694,Mungus (Big Fig),12,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005695,Laval with Shoulder Armor and Fire Chi,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005696,Rogon with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005697,Rinona in Fire Chi Outfit,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005698,Mottrot with Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005699,Maula,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005700,Vardy with Trans-Light Blue Shoulder Armor (with 15712 Tile with Clip),10,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005701,Vornon with Trans-Light Blue Shoulder Armor (with 15712 Tile with Clip),10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005702,Bladvic with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005703,Iceklaw with Neck Bracket,5,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005704,Trakkar with Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005705,Breezor,3,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005706,Eris with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005707,Sibress with Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005708,Tazar,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005709,Razar with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005710,Icepaw,7,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005711,Icebite,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005712,Tormak with Spiked Shoulder Armor,5,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005713,Gorzan with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005714,Sykor with Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005715,Flinx with Wings,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005716,Voom Voom (with 15712 Tile with Clip),10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005717,Worriz with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005721,Sirox,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005722,Saber-Tooth Tiger Warrior with Copper Plates on Jaw,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005723,Saber-Tooth Tiger Warrior,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005724,Crocodile Warrior with Yellowish Green Jaw,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005725,Crokenburg,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005726,Crocodile Warrior with Tan Jaw,4,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005727,Icerlot,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005728,Ice Bear Warrior with White Legs,4,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005729,Ice Bear Warrior with Trans-Light Blue Right Leg,4,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005730,Li'Ella in Dark Blue Outfit,6,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005731,Lion Warrior,4,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005732,Lioness Warrior,4,42856,2,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005733,Frax with Dark Red Legs,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005734,Vultrix,10,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005735,Cragger with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005736,Crominus in Fire Chi Outfit,5,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005737,Icepaw in Shoulder Armor,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005738,Laval with Flame Wings,9,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-005739,Saraw,6,42856,1,BIGBOX-1,The Ultimate Battle for Chima,2015,9987,571,Legends of Chima,2
fig-000016,Stealthor,6,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005683,Tormak in Orange Outfit,6,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005684,Li'Ella in Dark Red Outfit,6,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005685,Foltrax,10,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005686,Fluminox with Shoulder Armor and Skirt,10,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005687,Flinx,10,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-005688,Voom Voom with Trans-Light Blue Shoulder Armor,10,15363,1,70146-1,Flying Phoenix Fire Temple,2014,1301,571,Legends of Chima,1
fig-000017,Gorzan,6,13271,1,391501-1,Gorzan,2015,8,571,Legends of Chima,1
fig-000018,Alien,3,1281,1,30070-1,Alien Space Ship,2010,29,275,Toy Story,1
fig-000018,Alien,3,6650,1,7592-1,Construct-a-Buzz,2010,211,275,Toy Story,1
fig-000018,Alien,3,8249,1,7598-1,Pizza Planet Truck Rescue,2010,226,275,Toy Story,1
fig-000489,Buzz Lightyear with Molded Head,7,8249,1,7598-1,Pizza Planet Truck Rescue,2010,226,275,Toy Story,1
fig-001059,Rex,5,8249,1,7598-1,Pizza Planet Truck Rescue,2010,226,275,Toy Story,1
fig-000018,Alien,3,13421,1,852949-1,Toy Story Magnet Set,2010,18,501,Gear,1
fig-000448,"Woody, Molded Head",3,13421,1,852949-1,Toy Story Magnet Set,2010,18,501,Gear,1
fig-000489,Buzz Lightyear with Molded Head,7,13421,1,852949-1,Toy Story Magnet Set,2010,18,501,Gear,1
fig-000018,Alien,3,15749,1,7591-1,Construct-a-Zurg,2010,118,275,Toy Story,1
fig-000019,"UFO Alien, Blue",5,4952,1,6975-1,Alien Avenger,1997,371,126,Space,1
fig-000027,"UFO Alien, Red",5,4952,1,6975-1,Alien Avenger,1997,371,126,Space,1
fig-000086,"UFO Droid, Blue",3,4952,1,6975-1,Alien Avenger,1997,371,126,Space,1
fig-006951,"UFO Alien, Gray Overlord",5,4952,1,6975-1,Alien Avenger,1997,371,126,Space,1
fig-000019,"UFO Alien, Blue",5,5334,1,6900-1,Cyber Saucer,1997,114,126,Space,1
fig-000019,"UFO Alien, Blue",5,15837,1,6999-1,Cyber Saucer,1997,116,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,55,1,6711-1,Space Mini-Figs,1983,24,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,55,2,6711-1,Space Mini-Figs,1983,24,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,55,1,6711-1,Space Mini-Figs,1983,24,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,446,1,6890-1,Cosmic Cruiser,1982,115,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,782,1,920-2,Rocket Launch Pad,1979,187,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,782,2,920-2,Rocket Launch Pad,1979,187,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,799,1,487-1,Space Cruiser,1979,172,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,799,1,487-1,Space Cruiser,1979,172,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,1410,2,14-1,Space Mini Figures,1982,24,443,Service Packs,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,1410,2,14-1,Space Mini Figures,1982,24,443,Service Packs,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,1414,2,0012-1,Space Mini-Figures,1979,12,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,1796,1,885-1,Space Scooter,1979,20,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,2125,1,918-1,Space Transport,1979,86,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,2170,2,926-1,Command Centre,1979,179,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,2170,2,926-1,Command Centre,1979,179,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,3909,1,6929-1,Star Fleet Voyager,1981,246,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,3999,1,6901-1,Mobile Lab,1980,139,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,3999,1,6901-1,Mobile Lab,1980,139,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,4930,2,497-1,Galaxy Explorer,1979,342,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,4930,2,497-1,Galaxy Explorer,1979,342,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,6624,2,928-1,Space Cruiser and Moonbase,1979,342,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,6624,2,928-1,Space Cruiser and Moonbase,1979,342,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,6636,1,6861-1,X1 Patrol Craft,1980,55,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,7817,1,6841-1,Mineral Detector,1980,44,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,7914,2,6701-1,Minifig Pack,1983,36,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,7914,2,6701-1,Minifig Pack,1983,36,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,7914,2,6701-1,Minifig Pack,1983,36,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,8311,1,6980-1,Galaxy Commander,1983,443,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,8311,2,6980-1,Galaxy Commander,1983,443,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,8311,2,6980-1,Galaxy Commander,1983,443,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,8347,1,924-1,Space Transporter,1979,172,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,8347,1,924-1,Space Transporter,1979,172,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,8694,1,483-1,Alpha-1 Rocket Base,1979,187,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,8694,2,483-1,Alpha-1 Rocket Base,1979,187,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,9120,1,6842-1,Shuttle Craft,1981,46,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,9431,1,6822-1,Space Digger,1981,33,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,9575,2,6970-1,Beta I Command Base,1980,270,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,9575,2,6970-1,Beta I Command Base,1980,270,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,9915,2,493-1,Space Command Center (Flatplate version),1979,193,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,9915,2,493-1,Space Command Center (Flatplate version),1979,193,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,10230,1,462-1,Rocket Launcher,1979,77,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,10230,1,462-1,Rocket Launcher,1979,77,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,10548,1,6951-1,Robot Command Center,1984,295,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,10548,1,6951-1,Robot Command Center,1984,295,126,Space,1
fig-006910,"Classic Spaceman, Black with Airtanks (3842a Helmet)",5,10548,1,6951-1,Robot Command Center,1984,295,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,10980,1,6846-1,Tri-Star Voyager,1984,69,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,12208,1,0015-1,Space Mini-Figures,1979,18,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,12208,1,0015-1,Space Mini-Figures,1979,18,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,12208,1,0015-1,Space Mini-Figures,1979,18,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,12490,1,6927-1,All-Terrain Vehicle,1981,163,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,12490,1,6927-1,All-Terrain Vehicle,1981,163,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,12967,1,897-1,Mobile Rocket Launcher,1979,77,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,12967,1,897-1,Mobile Rocket Launcher,1979,77,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,13345,1,6870-1,Space Probe Launcher,1981,60,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,13473,2,493-3,Space Command Center (Craterplate version),1979,177,126,Space,1
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,13473,2,493-3,Space Command Center (Craterplate version),1979,177,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,14635,1,889-1,Radar Truck,1979,29,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,15036,1,1593-1,Super Model,1983,314,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,15036,1,1593-1,Super Model,1983,314,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,15981,2,6930-1,Space Supply Station,1983,206,126,Space,1
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5,15981,2,6930-1,Space Supply Station,1983,206,126,Space,1
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,20189,2,6970-1,Beta I Command Base,1980,270,126,Space,2
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,20189,2,6970-1,Beta I Command Base,1980,270,126,Space,2
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,23051,1,6890-1,Cosmic Cruiser,1982,115,126,Space,2
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,118015,1,6846-1,Tri-Star Voyager,1984,69,126,Space,2
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,126251,1,6927-1,All-Terrain Vehicle,1981,163,126,Space,2
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5,126251,1,6927-1,All-Terrain Vehicle,1981,163,126,Space,2
fig-000020,"Classic Spaceman, Red with Airtanks (3842a Helmet)",5,147202,1,6822-1,Space Digger,1981,33,126,Space,2
fig-000021,Krusty the Clown (CMF),3,3320,1,71227-1,Krusty Fun Pack,2015,38,604,Dimensions,1
fig-000021,Krusty the Clown (CMF),3,7979,1,71005-8,Krusty the Clown,2014,5,535,Collectible Minifigures,1
fig-000022,Chicken Suit Guy,4,1860,1,5004468-1,Easter Minifigure,2016,4,206,Seasonal,1
fig-000022,Chicken Suit Guy,4,9843,1,71000-7,Chicken Suit Guy,2013,5,535,Collectible Minifigures,1
fig-000023,Warrior Woman,4,576,1,71001-4,Warrior Woman,2013,7,535,Collectible Minifigures,1
fig-000024,Race Car Driver (CMF),4,13302,1,8803-11,Race Car Driver,2011,7,535,Collectible Minifigures,1
fig-000025,Conquistador,6,2085,1,8833-2,Conquistador,2012,8,535,Collectible Minifigures,1
fig-000026,Firox,10,5647,1,9781409350545-1,Legends of Chima: Character Encyclopedia,2014,10,497,Books,1
fig-000027,"UFO Alien, Red",5,870,1,2847-1,Flyer,1997,15,126,Space,1
fig-000027,"UFO Alien, Red",5,12968,1,6979-1,Interstellar Starfighter,1997,292,126,Space,1
fig-000752,"UFO Droid, Red",3,12968,1,6979-1,Interstellar Starfighter,1997,292,126,Space,1
fig-006951,"UFO Alien, Gray Overlord",5,12968,1,6979-1,Interstellar Starfighter,1997,292,126,Space,1
fig-000027,"UFO Alien, Red",5,14570,1,6915-1,Warp Wing Fighter,1997,236,126,Space,1
fig-000752,"UFO Droid, Red",3,14570,1,6915-1,Warp Wing Fighter,1997,236,126,Space,1
fig-000028,"Hulk, Dark Purple Pants, Printed",4,7686,1,5000022-1,Hulk,2012,4,696,Super Heroes Marvel,1
fig-000029,"Harry Potter, Open Dark Blue Jacket over White Shirt, Dark Bluish Gray Legs",4,5345,1,4841-1,Hogwarts Express,2010,647,246,Harry Potter,1
fig-006131,"Luna Lovegood, Dark Pink Jacket, Printed Skirt, Ponytail",4,5345,1,4841-1,Hogwarts Express,2010,647,246,Harry Potter,1
fig-006132,"Ron Weasley, Red Tartan Sweater Vest, Black Legs",4,5345,1,4841-1,Hogwarts Express,2010,647,246,Harry Potter,1
fig-006133,"Draco Malfoy, Slytherin Sweater with Crest",4,5345,1,4841-1,Hogwarts Express,2010,647,246,Harry Potter,1
fig-006134,"Ginny Weasley, Gryffindor Sweater with Crest",4,5345,1,4841-1,Hogwarts Express,2010,647,246,Harry Potter,1
fig-000029,"Harry Potter, Open Dark Blue Jacket over White Shirt, Dark Bluish Gray Legs",4,6046,1,30110-1,Trolley,2011,22,246,Harry Potter,1
fig-000029,"Harry Potter, Open Dark Blue Jacket over White Shirt, Dark Bluish Gray Legs",4,124147,1,880021-1,Armor Case Kit for Nintendo DSi - Harry Potter,2011,25,501,Gear,1
fig-000030,Space Police II,6,1736,1,3015-1,Space Police Car,1999,23,126,Space,1
fig-000030,Space Police II,6,3297,1,6984-1,Galactic Mediator,1992,406,126,Space,1
fig-000061,Blacktron II - 3626a Head,6,3297,1,6984-1,Galactic Mediator,1992,406,126,Space,1
fig-000749,Space Police 2 Chief,7,3297,1,6984-1,Galactic Mediator,1992,406,126,Space,1
fig-000030,Space Police II,6,5681,1,1969-1,Mini Robot,1993,38,126,Space,1
fig-000030,Space Police II,6,6884,1,6852-1,Sonar Security,1993,61,126,Space,1
fig-000030,Space Police II,6,10326,2,6957-1,Solar Snooper,1992,253,126,Space,1
fig-000062,Blacktron II - 3626b Head,6,10326,1,6957-1,Solar Snooper,1992,253,126,Space,1
fig-000030,Space Police II,6,14019,1,6897-1,Rebel Hunter,1992,146,126,Space,1
fig-000061,Blacktron II - 3626a Head,6,14019,1,6897-1,Rebel Hunter,1992,146,126,Space,1
fig-000030,Space Police II,6,15104,1,1916-1,Starion Patrol,1993,23,126,Space,1
fig-000030,Space Police II,6,90300,1,6852-1,Sonar Security,1993,61,126,Space,2
fig-000031,Street Skater,4,7369,1,8804-9,Street Skater,2011,8,535,Collectible Minifigures,1
fig-000032,"Batman, Black Suit, Black Cape and Cowl, Yellow Batman Logo (56630 Cape) (3626b Head)",5,1364,1,76011-1,Batman: Man-Bat Attack,2014,185,695,Super Heroes DC,1
fig-004630,Man-Bat,4,1364,1,76011-1,Batman: Man-Bat Attack,2014,185,695,Super Heroes DC,1
